split,asset_id,asset_ticker,family,endpoints,positives,prevalence,lookback,endpoint_sha256
validation,72,XLK,Equities,238,36,0.15126050420168066,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
validation,73,XLM-USD,Crypto,379,198,0.5224274406332454,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
validation,74,XLP,Equities,238,0,0.0,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
validation,75,XLRE,Equities,238,18,0.07563025210084033,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
validation,76,XLU,Equities,238,14,0.058823529411764705,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
validation,77,XLV,Equities,238,15,0.06302521008403361,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
validation,78,XLY,Equities,238,24,0.10084033613445378,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
validation,79,XRP-USD,Crypto,379,171,0.45118733509234826,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,0,ADA-USD,Crypto,397,223,0.5617128463476071,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,1,AGG,Bonds,250,0,0.0,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,2,AVAX-USD,Crypto,397,206,0.5188916876574308,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,3,BCH-USD,Crypto,397,153,0.3853904282115869,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,4,BND,Bonds,250,0,0.0,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,5,BTC-USD,Crypto,397,113,0.28463476070528965,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,6,CPER,Commodities,250,43,0.172,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,7,DBA,Commodities,250,7,0.028,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,8,DIA,Equities,250,5,0.02,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,9,DOGE-USD,Crypto,397,203,0.5113350125944585,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,10,DOT-USD,Crypto,397,225,0.5667506297229219,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,11,EEM,Equities,250,26,0.104,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,12,EFA,Equities,250,8,0.032,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,13,EMB,Bonds,250,20,0.08,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,14,ETH-USD,Crypto,397,171,0.43073047858942065,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,15,EWA,Equities,250,8,0.032,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,16,EWC,Equities,250,12,0.048,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,17,EWJ,Equities,250,17,0.068,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,18,EWU,Equities,250,3,0.012,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,19,EWZ,Equities,250,38,0.152,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,20,FXA,FX,250,5,0.02,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,21,FXB,FX,250,4,0.016,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,22,FXC,FX,250,3,0.012,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,23,FXE,FX,250,14,0.056,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,24,FXI,Equities,250,24,0.096,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,25,FXY,FX,250,12,0.048,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,26,GLD,Commodities,250,58,0.232,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,27,HYG,Bonds,250,26,0.104,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,28,IEF,Bonds,250,0,0.0,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,29,IFRA,Real assets,250,1,0.004,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,30,INDA,Equities,250,13,0.052,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
