split,asset_id,asset_ticker,family,endpoints,positives,prevalence,lookback,endpoint_sha256
test,31,IWD,Equities,250,6,0.024,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,32,IWF,Equities,250,20,0.08,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,33,IWM,Equities,250,8,0.032,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,34,IYR,Real assets,250,4,0.016,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,35,JNK,Bonds,250,22,0.088,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,36,LINK-USD,Crypto,397,193,0.48614609571788414,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,37,LQD,Bonds,250,10,0.04,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,38,LTC-USD,Crypto,397,179,0.4508816120906801,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,39,MTUM,Equities,250,10,0.04,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,40,MUB,Bonds,250,24,0.096,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,41,PALL,Commodities,250,88,0.352,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,42,PPLT,Commodities,250,81,0.324,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,43,QQQ,Equities,250,24,0.096,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,44,QUAL,Equities,250,10,0.04,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,45,SHY,Bonds,250,16,0.064,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,46,SIZE,Equities,250,5,0.02,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,47,SLV,Commodities,250,73,0.292,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,48,SOL-USD,Crypto,397,186,0.46851385390428213,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,49,SPY,Equities,250,17,0.068,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,50,TIP,Bonds,250,2,0.008,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,51,TLT,Bonds,250,0,0.0,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,52,UNG,Commodities,250,106,0.424,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,54,USMV,Equities,250,0,0.0,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,55,USO,Commodities,250,64,0.256,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,56,UUP,FX,250,10,0.04,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,57,VEA,Equities,250,6,0.024,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,58,VGK,Equities,250,11,0.044,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,59,VLUE,Equities,250,6,0.024,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,60,VNQ,Real assets,250,5,0.02,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,61,VT,Equities,250,12,0.048,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,62,VTI,Equities,250,16,0.064,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,63,VTV,Equities,250,1,0.004,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,64,VUG,Equities,250,25,0.1,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,65,VWO,Equities,250,17,0.068,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,66,XBI,Equities,250,8,0.032,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,67,XLB,Equities,250,13,0.052,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,68,XLC,Equities,250,9,0.036,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,69,XLE,Equities,250,15,0.06,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,70,XLF,Equities,250,11,0.044,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,71,XLI,Equities,250,7,0.028,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,72,XLK,Equities,250,33,0.132,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,73,XLM-USD,Crypto,397,241,0.6070528967254408,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,74,XLP,Equities,250,12,0.048,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,75,XLRE,Equities,250,4,0.016,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,76,XLU,Equities,250,5,0.02,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,77,XLV,Equities,250,8,0.032,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,78,XLY,Equities,250,14,0.056,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
test,79,XRP-USD,Crypto,397,193,0.48614609571788414,60,47527d25a7a7f1a293c14ee7f6aaa254be3163d14a2c6f2149b687357d9c4a60
