scenario,prior_heterogeneity,dynamic_signal,persistence,replications,global_prior_pooled_roc_auc_mean,global_prior_pooled_roc_auc_std,global_prior_pooled_roc_auc_ci_lower,global_prior_pooled_roc_auc_ci_upper,global_prior_pr_auc_mean,global_prior_pr_auc_std,global_prior_pr_auc_ci_lower,global_prior_pr_auc_ci_upper,global_prior_brier_mean,global_prior_brier_std,global_prior_brier_ci_lower,global_prior_brier_ci_upper,global_prior_log_loss_mean,global_prior_log_loss_std,global_prior_log_loss_ci_lower,global_prior_log_loss_ci_upper,family_prior_pooled_roc_auc_mean,family_prior_pooled_roc_auc_std,family_prior_pooled_roc_auc_ci_lower,family_prior_pooled_roc_auc_ci_upper,family_prior_pr_auc_mean,family_prior_pr_auc_std,family_prior_pr_auc_ci_lower,family_prior_pr_auc_ci_upper,family_prior_brier_mean,family_prior_brier_std,family_prior_brier_ci_lower,family_prior_brier_ci_upper,family_prior_log_loss_mean,family_prior_log_loss_std,family_prior_log_loss_ci_lower,family_prior_log_loss_ci_upper,asset_prior_pooled_roc_auc_mean,asset_prior_pooled_roc_auc_std,asset_prior_pooled_roc_auc_ci_lower,asset_prior_pooled_roc_auc_ci_upper,asset_prior_pr_auc_mean,asset_prior_pr_auc_std,asset_prior_pr_auc_ci_lower,asset_prior_pr_auc_ci_upper,asset_prior_brier_mean,asset_prior_brier_std,asset_prior_brier_ci_lower,asset_prior_brier_ci_upper,asset_prior_log_loss_mean,asset_prior_log_loss_std,asset_prior_log_loss_ci_lower,asset_prior_log_loss_ci_upper,pooled_classifier_pooled_roc_auc_mean,pooled_classifier_pooled_roc_auc_std,pooled_classifier_pooled_roc_auc_ci_lower,pooled_classifier_pooled_roc_auc_ci_upper,pooled_classifier_pr_auc_mean,pooled_classifier_pr_auc_std,pooled_classifier_pr_auc_ci_lower,pooled_classifier_pr_auc_ci_upper,pooled_classifier_brier_mean,pooled_classifier_brier_std,pooled_classifier_brier_ci_lower,pooled_classifier_brier_ci_upper,pooled_classifier_log_loss_mean,pooled_classifier_log_loss_std,pooled_classifier_log_loss_ci_lower,pooled_classifier_log_loss_ci_upper,pooled_classifier_pair_weighted_within_asset_roc_auc_mean,pooled_classifier_pair_weighted_within_asset_roc_auc_std,pooled_classifier_pair_weighted_within_asset_roc_auc_ci_lower,pooled_classifier_pair_weighted_within_asset_roc_auc_ci_upper,pooled_classifier_asset_macro_roc_auc_mean,pooled_classifier_asset_macro_roc_auc_std,pooled_classifier_asset_macro_roc_auc_ci_lower,pooled_classifier_asset_macro_roc_auc_ci_upper,pooled_classifier_eligible_assets_mean,pooled_classifier_eligible_assets_std,pooled_classifier_eligible_assets_ci_lower,pooled_classifier_eligible_assets_ci_upper,train_rows_mean,train_rows_std,train_rows_ci_lower,train_rows_ci_upper,validation_rows_mean,validation_rows_std,validation_rows_ci_lower,validation_rows_ci_upper,train_positives_mean,train_positives_std,train_positives_ci_lower,train_positives_ci_upper,validation_positives_mean,validation_positives_std,validation_positives_ci_lower,validation_positives_ci_upper,train_prevalence_mean,train_prevalence_std,train_prevalence_ci_lower,train_prevalence_ci_upper,validation_prevalence_mean,validation_prevalence_std,validation_prevalence_ci_lower,validation_prevalence_ci_upper,reversal_auc_drop_mean,reversal_auc_drop_std,reversal_auc_drop_ci_lower,reversal_auc_drop_ci_upper,permutation_auc_drop_mean,permutation_auc_drop_std,permutation_auc_drop_ci_lower,permutation_auc_drop_ci_upper,pooled_classifier_pooled_minus_within_auc_mean
core,0.0,1.5,0.0,20,0.5,0.0,0.5,0.5,0.19254999999999997,0.0053623388891949975,0.19004034814775092,0.19505965185224902,0.15549439850111818,0.00332613611660854,0.15393771888083177,0.1570510781214046,0.48996372297979784,0.007780837988363441,0.4863221787072244,0.4936052672523713,0.5027821671751678,0.008151869175572986,0.49896697496174913,0.5065973593885864,0.19392902601711648,0.005637851917059414,0.1912904300986705,0.19656762193556246,0.15552544304022708,0.003327497125715585,0.1539681264480713,0.15708275963238286,0.4900647118325323,0.007790431076560234,0.4864186778564807,0.49371074580858393,0.4998969951883586,0.005251878587276664,0.49743904034874487,0.5023549500279724,0.1932958101901166,0.005139687947411754,0.19089036218622507,0.19570125819400813,0.1558596816910472,0.003387597287131097,0.1542742373575208,0.15744512602457358,0.49114568016180254,0.008030074419713604,0.4873874896487525,0.4949038706748526,0.7373483131682121,0.008533733866158199,0.7333544027782966,0.7413422235581277,0.41524902256815643,0.01644180633198432,0.4075540203372215,0.4229440247990914,0.13642486233398304,0.002883834792308914,0.13507518610544747,0.13777453856251862,0.4312652984099965,0.007792782430771481,0.4276181639662994,0.4349124328536936,0.7398054349214005,0.008878236584898917,0.7356502922960634,0.7439605775467376,0.7396391579517279,0.008482996134394913,0.7356689935512265,0.7436093223522292,30.0,0.0,30.0,30.0,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2300.25,45.106744740145366,2279.139393634906,2321.360606365094,1155.3,32.174033335170016,1140.2420888865056,1170.3579111134943,0.19168749999999993,0.003758895395012138,0.18992828280290874,0.1934467171970911,0.19254999999999997,0.0053623388891949975,0.19004034814775092,0.19505965185224902,0.47430854681847423,0.016819587587850716,0.46643673751731846,0.48218035611963,0.236068334680184,0.013620893729547915,0.22969356018644083,0.2424431091739272,-0.0024571217531883516
core,0.0,1.5,0.7,20,0.5,0.0,0.5,0.5,0.21171666666666664,0.004738513350401137,0.20949897415366578,0.2139343591796675,0.16691821669138387,0.0027022780709927393,0.16565351162400666,0.1681829217587611,0.5162983878195451,0.006141167678844812,0.5134242328736053,0.5191725427654849,0.4969838451090577,0.008246749749813528,0.4931242474200051,0.5008434427981103,0.21084823838768788,0.005838396931885582,0.20811578451316756,0.2135806922622082,0.16699750503385208,0.002716010166098766,0.1657263731481349,0.16826863691956925,0.5165330924368601,0.006187337003868997,0.5136373295816743,0.5194288552920459,0.4979765039886853,0.009616163343882376,0.4934760010092612,0.5024770069681094,0.2108743668901291,0.004306642644652497,0.20885879608912933,0.21288993769112885,0.16738504513089608,0.0028166784869454163,0.16606679902075255,0.1687032912410396,0.5177035675021532,0.006522232384561815,0.5146510687841597,0.5207560662201467,0.7854053787146895,0.006695260417844499,0.7822719003844052,0.7885388570449738,0.5141639677705243,0.012276407239841238,0.5084184323232008,0.5199095032178478,0.13496615376482707,0.002676801804227289,0.13371337195731786,0.13621893557233627,0.423189731094278,0.00678285798186227,0.4200152558420661,0.42636420634648986,0.7871025231871436,0.006753870461278581,0.7839416145121713,0.7902634318621159,0.786982208742226,0.006618997175298908,0.7838844227081334,0.7900799947763186,30.0,0.0,30.0,30.0,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2544.4,49.99305214885259,2521.002531373435,2567.797468626565,1270.3,28.43108010240683,1256.9938449219949,1283.606155078005,0.21203333333333335,0.004166087679071053,0.21008354428111958,0.21398312238554712,0.21171666666666664,0.004738513350401137,0.20949897415366578,0.2139343591796675,0.5712455717547015,0.013814453391061543,0.5647802085508682,0.5777109349585348,0.16999533519611476,0.016426572614610457,0.16230746256437414,0.17768320782785538,-0.0016971444724540596
core,0.75,0.0,0.0,20,0.5,0.0,0.5,0.5,0.17383333333333334,0.00465537480981746,0.17165455085505438,0.1760121158116123,0.14362776986320938,0.003030716762876967,0.14220935075640462,0.14504618897001414,0.4619565548426811,0.007235760363300054,0.4585701147512545,0.46534299493410775,0.5687014433289217,0.029802544711926057,0.5547534230557665,0.5826494636020769,0.20457763674196236,0.018598915471315796,0.19587307635760023,0.21328219712632449,0.14204720708157204,0.003023043161085041,0.14063237933095502,0.14346203483218906,0.4565320194257434,0.007730674614150446,0.4529139523349762,0.46015008651651057,0.6919171326325279,0.013085065142556824,0.6857931336368681,0.6980411316281876,0.31092475370427775,0.024060148518815664,0.2996642575768691,0.3221852498316864,0.13309614262848274,0.0026541367354654876,0.13185396839967656,0.13433831685728892,0.42702778697748,0.006570261011107065,0.4239528101703428,0.4301027637846172,0.6901951050096267,0.013151655198441574,0.6840399409084886,0.6963502691107647,0.31532783016139265,0.026794166071396744,0.30278777443197114,0.32786788589081417,0.13333513444290218,0.0026699996638935414,0.13208553613506366,0.1345847327507407,0.427781942637672,0.0065426284496691595,0.424719898267374,0.43084398700797,0.49667997495834565,0.010882741839588234,0.49158669499606955,0.5017732549206217,0.4967223779075649,0.012426672540918745,0.4909065161345521,0.5025382396805778,30.0,0.0,30.0,30.0,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2069.85,43.94407330855172,2049.2835406148247,2090.416459385175,1043.0,27.932248858904817,1029.9273051303262,1056.0726948696738,0.17248749999999996,0.003662006109045978,0.1707736283845687,0.17420137161543123,0.17383333333333334,0.00465537480981746,0.17165455085505438,0.1760121158116123,-0.0006421481081178149,0.002565915192546515,-0.001843033383881326,0.0005587371676456962,0.00038773875363847573,0.0022163549411002292,-0.0006495472885364041,0.0014250247958133555,0.19351513005128101
core,0.75,0.0,0.7,20,0.5,0.0,0.5,0.5,0.17383333333333334,0.00465537480981746,0.17165455085505438,0.1760121158116123,0.14362776986320938,0.003030716762876967,0.14220935075640462,0.14504618897001414,0.4619565548426811,0.007235760363300054,0.4585701147512545,0.46534299493410775,0.5687014433289217,0.029802544711926057,0.5547534230557665,0.5826494636020769,0.20457763674196236,0.018598915471315796,0.19587307635760023,0.21328219712632449,0.14204720708157204,0.003023043161085041,0.14063237933095502,0.14346203483218906,0.4565320194257434,0.007730674614150446,0.4529139523349762,0.46015008651651057,0.6919171326325279,0.013085065142556824,0.6857931336368681,0.6980411316281876,0.31092475370427775,0.024060148518815664,0.2996642575768691,0.3221852498316864,0.13309614262848274,0.0026541367354654876,0.13185396839967656,0.13433831685728892,0.42702778697748,0.006570261011107065,0.4239528101703428,0.4301027637846172,0.6900831938825002,0.013105264989020149,0.6839497410676881,0.6962166466973122,0.3155443832672631,0.02683112026822001,0.3029870324413506,0.32810173409317556,0.13335876698049448,0.0026932668636474987,0.13209827928797405,0.13461925467301492,0.42783021866183,0.006600955735277674,0.42474087628157986,0.4309195610420802,0.49679627300526724,0.011628168693285524,0.49135412253652855,0.5022384234740059,0.49669169374164895,0.013419438191919446,0.49041120334176896,0.5029721841415289,30.0,0.0,30.0,30.0,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2069.85,43.94407330855172,2049.2835406148247,2090.416459385175,1043.0,27.932248858904817,1029.9273051303262,1056.0726948696738,0.17248749999999996,0.003662006109045978,0.1707736283845687,0.17420137161543123,0.17383333333333334,0.00465537480981746,0.17165455085505438,0.1760121158116123,-0.0003237845090060899,0.0024452168620708167,-0.0014681812272761417,0.0008206122092639618,0.0008979106347905349,0.002514872889953599,-0.0002790861080226467,0.0020749073776037165,0.19328692087723293
core,0.75,0.5,0.0,20,0.5,0.0,0.5,0.5,0.17876666666666663,0.00436305595998281,0.17672469362137838,0.18080863971195488,0.1468243716094809,0.0027924414239821993,0.14551746879397348,0.1481312744249883,0.4695704426881927,0.006617530769627936,0.46647334295307974,0.47266754242330566,0.5667139437363065,0.029378394545353827,0.5529644318515925,0.5804634556210204,0.20942380938927868,0.017227745970242916,0.2013609760850623,0.21748664269349507,0.14525920917045027,0.0029978959389484754,0.1438561506820746,0.14666226765882592,0.46429197560975943,0.007693970653577829,0.4606910865013129,0.46789286471820596,0.6889005168820855,0.013021945612321497,0.6828060587359024,0.6949949750282687,0.31392879742444235,0.022345993570507473,0.30347055050767796,0.32438704434120674,0.13631138400039602,0.0029124003571914486,0.1349483386759679,0.13767442932482415,0.43515635564236577,0.007038899400617044,0.43186204931753647,0.43845066196719507,0.7060519271641433,0.010628103630899737,0.7010778215519584,0.7110260327763283,0.34953996524958475,0.02034337883697217,0.34001897087862365,0.35906095962054585,0.1340885323562447,0.002733473876618962,0.13280922720241453,0.1353678375100749,0.42839463663161226,0.006419123881929979,0.42539039417827484,0.43139887908494967,0.5891843244387381,0.011238110153064926,0.5839247269861698,0.5944439218913065,0.5893302114430331,0.011770271445178233,0.5838215548392167,0.5948388680468495,29.95,0.22360679774997894,29.845348797279584,30.054651202720414,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2129.65,41.13172037555239,2110.3997623034056,2148.9002376965946,1072.6,26.178335759896864,1060.3481617282705,1084.8518382717293,0.1774708333333333,0.0034276433646293646,0.1758666468586171,0.1790750198080495,0.17876666666666663,0.00436305595998281,0.17672469362137838,0.18080863971195488,0.06916216943796447,0.012292839525816682,0.06340894344407405,0.07491539543185488,0.03353341287180929,0.00840205880859608,0.02960112830579894,0.03746569743781964,0.1168676027254052
core,0.75,0.5,0.7,20,0.5,0.0,0.5,0.5,0.18092499999999995,0.004904489827478103,0.17862962810460026,0.18322037189539964,0.1482093487869502,0.003123629847651686,0.14674744501792594,0.14967125255597444,0.4728552986003626,0.007386624356191279,0.4693982519868528,0.47631234521387233,0.5654146457952417,0.030347083680463162,0.5512117734399541,0.5796175181505293,0.21126613999537763,0.0172729811429417,0.2031821359786613,0.21935014401209396,0.14664791208085215,0.003419449511173579,0.14504756044759737,0.14824826371410693,0.4676367970187301,0.008701767150546479,0.46356424463096274,0.4717093494064975,0.6879033093573398,0.012013773185460182,0.6822806904310831,0.6935259282835965,0.3154882885901129,0.02291547056848239,0.30476351823417147,0.32621305894605435,0.137691079841258,0.0030181734791109747,0.13627853117195954,0.13910362851055647,0.4386610784833785,0.0072438789250695605,0.4352708387880843,0.44205131817867266,0.7140853147976055,0.00989321697024291,0.7094551467296938,0.7187154828655172,0.3600821084334333,0.022994960645223043,0.34932013557640984,0.37084408129045676,0.13435827207208526,0.0026325216184150293,0.13312621402945513,0.13559033011471538,0.4282026831176443,0.006293144526990665,0.42525740081733,0.43114796541795863,0.6094776430385638,0.012183290345232535,0.6037756876393983,0.6151795984377293,0.6102956279273497,0.011715721748572454,0.6048125013674106,0.6157787544872888,29.95,0.22360679774997894,29.845348797279584,30.054651202720414,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2159.85,44.80986146163059,2138.878339286276,2180.8216607137238,1085.55,29.426938964868658,1071.7777686276017,1099.3222313723982,0.17998749999999997,0.003734155121802539,0.17823986160718966,0.18173513839281027,0.18092499999999995,0.004904489827478103,0.17862962810460026,0.18322037189539964,0.10282497585418868,0.014593419194323675,0.09599504543232022,0.10965490627605713,0.0222214889991216,0.008230067763683766,0.018369698719905427,0.02607327927833777,0.10460767175904173
core,0.75,1.0,0.0,20,0.5,0.0,0.5,0.5,0.19064999999999996,0.004212172558290879,0.18867864256039318,0.19262135743960673,0.15431813310026837,0.0025988632357932685,0.15310182766560204,0.1555344385349347,0.48721459503180664,0.006068130336486542,0.4843746226142972,0.4900545674493161,0.5634198143843552,0.0262816647789646,0.5511196166431007,0.5757200121256096,0.22065372486336213,0.014687175296992453,0.2137799152347549,0.22752753449196936,0.15280938417379536,0.003001317276873797,0.15140472444998143,0.1542140438976093,0.4823502709439035,0.007581533886049617,0.47880200386247146,0.4858985380253355,0.679605013606703,0.010224307592909545,0.6748198903575527,0.6843901368558533,0.3202130439822391,0.017954853480043182,0.31180991388842005,0.32861617407605814,0.14399009492339296,0.0028270268101693212,0.14266700564889837,0.14531318419788755,0.4547136195317452,0.006722424117183384,0.45156742819883866,0.4578598108646518,0.7394972339908518,0.005371632746875378,0.7369832324793171,0.7420112355023865,0.4138366934724118,0.015579617046285407,0.40654520824824486,0.42112817869657876,0.13516758542894483,0.0024200228613663333,0.13403497986595983,0.13630019099192983,0.4279536219353421,0.005624695115510791,0.4253211835895633,0.4305860602811209,0.6698869986872887,0.009338998317791693,0.6655162129330309,0.6742577844415466,0.6713170273465516,0.009272110391421843,0.6669775461054503,0.6756565085876529,29.95,0.22360679774997894,29.845348797279584,30.054651202720414,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2280.45,42.84301208144131,2260.3988531314626,2300.501146868537,1143.9,25.273035349745264,1132.0718553623594,1155.7281446376408,0.1900375,0.00357025100678678,0.18836657109428856,0.19170842890571144,0.19064999999999996,0.004212172558290879,0.18867864256039318,0.19262135743960673,0.21097375869153717,0.01854551987886043,0.2022941882136835,0.21965332916939084,0.10289075086837696,0.010993140468198355,0.09774580275746231,0.1080356989792916,0.06961023530356303
core,0.75,1.0,0.7,20,0.5,0.0,0.5,0.5,0.20037499999999997,0.004725776955830376,0.19816326830314407,0.20258673169685587,0.1602439051005524,0.0028329988724903736,0.1589180208148555,0.16156978938624927,0.5009814916174014,0.006544244611844882,0.497918690859922,0.5040442923748807,0.5597840931015128,0.027267111288018342,0.547022692197265,0.5725454940057606,0.22913586175356127,0.016113001062774714,0.2215947451255232,0.23667697838159932,0.1587956641622775,0.0029882377219377695,0.1573971258586032,0.1601942024659518,0.4964723788695137,0.007294159063504031,0.49305860734507534,0.499886150393952,0.6740384649891824,0.00948972279730711,0.6695971380071112,0.6784797919712536,0.3261659769701921,0.01775171815977074,0.31785791713271333,0.3344740368076709,0.14998015828816116,0.003094828558528635,0.14853173393736996,0.15142858263895237,0.4695632585292285,0.007428618313799032,0.4660865581385757,0.47303995891988126,0.7635532592838989,0.006125242758108482,0.7606865574302849,0.766419961137513,0.4633958751813358,0.013467690724993464,0.4570928019008309,0.4696989484618407,0.1350345585709441,0.002050032110959562,0.1340751140093916,0.1359940031324966,0.42558285986635164,0.004750593131369376,0.42335951384183124,0.42780620589087204,0.7110725920523044,0.008780451306229087,0.7069632143461206,0.7151819697584882,0.7125710279810289,0.009025296346339483,0.708347059268733,0.7167949966933248,30.0,0.0,30.0,30.0,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2401.1,42.897552377728964,2381.0233274870698,2421.17667251293,1202.25,28.354661734982187,1188.9796098188647,1215.5203901811353,0.20009166666666664,0.0035747960314774143,0.19841861062392246,0.20176472270941082,0.20037499999999997,0.004725776955830376,0.19816326830314407,0.20258673169685587,0.2980791470525248,0.019584140751024562,0.2889134870436899,0.3072448070613597,0.07184261193968598,0.01641380325131173,0.06416071555392998,0.07952450832544199,0.0524806672315945
core,0.75,1.5,0.0,20,0.5,0.0,0.5,0.5,0.20811666666666664,0.005686523516842464,0.2054552917383387,0.21077804159499458,0.16480330634339552,0.0033266487440521833,0.16324638680608036,0.16636022588071067,0.5114483173492523,0.007621340962222692,0.5078814199826939,0.5150152147158108,0.5591803842122504,0.024433022287951904,0.5477453777891099,0.5706153906353908,0.23717773743688125,0.014202877923378553,0.23053058595611667,0.24382488891764584,0.1633435244198157,0.003538803255523528,0.16168731351474497,0.16499973532488643,0.5070263252414944,0.008439448219007824,0.5030765418927637,0.510976108590225,0.6671473445905812,0.010587950848154889,0.6621920310591787,0.6721026581219838,0.3285383031696772,0.01793146658768237,0.3201461184784044,0.33693048786095,0.15480562094172584,0.0035197892329078074,0.15315830887316326,0.15645293301028843,0.48148876161789805,0.008553728449242674,0.47748549347504854,0.48549202976074757,0.7787607924299333,0.003977555620737055,0.7768992390970919,0.7806223457627748,0.5000680277076943,0.0174948408986595,0.4918801901290973,0.5082558652862914,0.13488662038491367,0.0024481965713573192,0.1337408291197706,0.13603241165005675,0.42369550302015113,0.005864025578735623,0.42095105456968795,0.4264399514706143,0.737228140125412,0.008205667897008813,0.7333877693353145,0.7410685109155096,0.7390025365042339,0.007431478473833457,0.7355244975174803,0.7424805754909874,30.0,0.0,30.0,30.0,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2493.0,44.05737885506748,2472.380511986728,2513.619488013272,1248.7,34.11914110105476,1232.7317504300324,1264.6682495699677,0.20774999999999996,0.0036714482379222755,0.2060317093322273,0.20946829066777262,0.20811666666666664,0.005686523516842464,0.2054552917383387,0.21077804159499458,0.3544948849103108,0.0193743961887277,0.34542738837829906,0.3635623814423225,0.1759108058341509,0.01380737266135378,0.16944875651382876,0.18237285515447302,0.0415326523045213
core,0.75,1.5,0.7,20,0.5,0.0,0.5,0.5,0.224625,0.005376708214890419,0.22210862309631493,0.22714137690368505,0.17417900460483526,0.002936123028136279,0.1728048567286462,0.17555315248102432,0.5327291874441811,0.006589805827770919,0.5296450633812744,0.5358133115070878,0.5517078089950477,0.023570101842861194,0.540676661771804,0.5627389562182914,0.25086978740432386,0.014962046067012917,0.24386733429544333,0.2578722405132044,0.17292286526654743,0.003139280942628475,0.1714536365595978,0.17439209397349706,0.5291382785967238,0.007297904952384123,0.5257227539423247,0.5325538032511229,0.6529206187041916,0.010227123416027653,0.6481341776092562,0.657707059799127,0.33638434045748067,0.017441653537874195,0.3282213953299706,0.34454728558499076,0.16501708332302004,0.003014278395594299,0.1636063576089216,0.16642780903711848,0.5066225384342443,0.0074262362088198175,0.5031469529030393,0.5100981239654493,0.8116359814575747,0.00527824123205956,0.8091656885204112,0.8141062743947381,0.5772924879326095,0.012871686624429213,0.571268353157454,0.583316622707765,0.13240380742079366,0.0024296083195257637,0.1312667157252979,0.1335408991162894,0.4146918823394553,0.005624532309230456,0.41205952018936115,0.41732424448954947,0.7848238676920662,0.00592675038636847,0.782050063127991,0.7875976722561415,0.7864982054433272,0.005909990675252597,0.7837322446655015,0.7892641662211528,30.0,0.0,30.0,30.0,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2726.8,35.42315626818141,2710.221452545627,2743.3785474543733,1347.75,32.260249289342546,1332.6517385778898,1362.8482614221102,0.22723333333333331,0.0029519296890151278,0.22585178771213557,0.22861487895453106,0.224625,0.005376708214890419,0.22210862309631493,0.22714137690368505,0.4669357481965705,0.01304042057666308,0.46083264350091746,0.4730388528922236,0.12232756591302665,0.016859306884039568,0.11443716740904161,0.1302179644170117,0.026812113765508405
core,1.5,0.0,0.0,20,0.5,0.0,0.5,0.5,0.223825,0.005972273901585197,0.22102988977497243,0.22662011022502757,0.17373495652208637,0.0032879063573754987,0.172196168979875,0.17527374406429774,0.5317287436277526,0.007396554104330429,0.5282670497490616,0.5351904375064436,0.6136710003470541,0.05016400412378589,0.590193523733414,0.6371484769606942,0.2911725546797205,0.0400887438185696,0.2724104450373524,0.30993466432208855,0.1673158933553614,0.00648659095663626,0.16428007533910247,0.17035171137162033,0.5131825488189207,0.017536675996892546,0.5049751318116565,0.5213899658261848,0.8170726570460017,0.020447773197812928,0.8075028046102182,0.8266425094817853,0.556743071278976,0.05434476663196291,0.5313089375816888,0.5821772049762632,0.1298319870382746,0.008363081031240423,0.1259179446335969,0.13374602944295227,0.40698790637826293,0.01922525071752025,0.39799021207542856,0.4159856006810973,0.8168845826050861,0.02023088604563824,0.8074162364810877,0.8263529287290845,0.5691928622076461,0.05649661301995976,0.5427516334003737,0.5956340910149185,0.12998666769625386,0.008287599705074497,0.1261079516396375,0.13386538375287022,0.4074960603553751,0.019041724340102453,0.3985842590411303,0.4164078616696199,0.5035869059175161,0.008509093979957577,0.49960452734931493,0.5075692844857173,0.5028152766385695,0.015099082745238518,0.49574868839007147,0.5098818648870675,29.65,0.48936048492959294,29.42097224312031,29.879027756879687,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2689.75,65.71699692020724,2658.9934986946896,2720.5065013053104,1342.95,35.833643409511126,1326.1793386498346,1359.7206613501655,0.22414583333333332,0.005476416410017277,0.2215827915578908,0.22670887510877585,0.223825,0.005972273901585197,0.22102988977497243,0.22662011022502757,-4.459269842845768e-05,0.0010557738246329204,-0.0005387100582777222,0.0004495246614208068,0.0004829147277019866,0.0009566128599592282,3.520612787450664e-05,0.0009306233275294665,0.31329767668757
core,1.5,0.0,0.7,20,0.5,0.0,0.5,0.5,0.223825,0.005972273901585197,0.22102988977497243,0.22662011022502757,0.17373495652208637,0.0032879063573754987,0.172196168979875,0.17527374406429774,0.5317287436277526,0.007396554104330429,0.5282670497490616,0.5351904375064436,0.6136710003470541,0.05016400412378589,0.590193523733414,0.6371484769606942,0.2911725546797205,0.0400887438185696,0.2724104450373524,0.30993466432208855,0.1673158933553614,0.00648659095663626,0.16428007533910247,0.17035171137162033,0.5131825488189207,0.017536675996892546,0.5049751318116565,0.5213899658261848,0.8170726570460017,0.020447773197812928,0.8075028046102182,0.8266425094817853,0.556743071278976,0.05434476663196291,0.5313089375816888,0.5821772049762632,0.1298319870382746,0.008363081031240423,0.1259179446335969,0.13374602944295227,0.40698790637826293,0.01922525071752025,0.39799021207542856,0.4159856006810973,0.816879198795735,0.020185923478373672,0.8074318958009661,0.8263265017905039,0.5690136898361785,0.05616375704846043,0.5427282424188307,0.5952991372535263,0.12997618726189936,0.00827689408927767,0.12610248158770554,0.13384989293609317,0.40745450474570655,0.019028086384068138,0.3985490861913599,0.41635992330005317,0.5041594858326783,0.009112792214799664,0.4998945677934408,0.5084244038719159,0.5044997184093014,0.016151752717922314,0.49694046544838166,0.5120589713702212,29.65,0.48936048492959294,29.42097224312031,29.879027756879687,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2689.75,65.71699692020724,2658.9934986946896,2720.5065013053104,1342.95,35.833643409511126,1326.1793386498346,1359.7206613501655,0.22414583333333332,0.005476416410017277,0.2215827915578908,0.22670887510877585,0.223825,0.005972273901585197,0.22102988977497243,0.22662011022502757,0.00019579751785340252,0.0008745986612818007,-0.00021352725546205578,0.0006051222911688608,0.0007918918125716949,0.0010642462242350227,0.00029380924765169995,0.00128997437749169,0.3127197129630567
core,1.5,0.5,0.0,20,0.5,0.0,0.5,0.5,0.22649166666666662,0.006212719220837123,0.2235840245682729,0.22939930876506034,0.1752051328717705,0.003377574103910103,0.1736243795323897,0.1767858862111513,0.5350363115001987,0.0075727410033372775,0.53149215961455,0.5385804633858474,0.6090041402169283,0.050485576185702576,0.585376163245609,0.6326321171882475,0.2905623337250176,0.03845823811618221,0.2725633242411167,0.30856134320891854,0.16918963411238155,0.006466168519810614,0.16616337409077123,0.17221589413399188,0.5177080771389827,0.017319313605232967,0.5096023888624291,0.5258137654155363,0.8138568241119121,0.01966341038464386,0.8046540647725516,0.8230595834512725,0.5547891734630757,0.04997643514286248,0.5313994818347053,0.578178865091446,0.1319674273739099,0.008306366099934605,0.12807992837414248,0.13585492637367733,0.4127835123852842,0.019150452408823973,0.40382082476849557,0.42174620000207286,0.8219998044669579,0.017652928643086357,0.8137379795464906,0.8302616293874251,0.5863972999306201,0.04787631311088656,0.5639904956684543,0.6088041041927859,0.1297380411392082,0.007784769878735041,0.12609465668529635,0.13338142559312005,0.4066486085705491,0.017987935917022798,0.3982299954196241,0.41506722172147403,0.58650861779651,0.009266401437316508,0.5821718084281756,0.5908454271648443,0.583020062304094,0.019743058761325875,0.5737800263769984,0.5922600982311895,29.65,0.48936048492959294,29.42097224312031,29.879027756879687,12000.0,0.0,12000.0,12000.0,6000.0,0.0,6000.0,6000.0,2726.25,64.1313413813279,2696.2356083305044,2756.2643916694956,1358.95,37.27631532502275,1341.5041474096379,1376.3958525903622,0.22718749999999996,0.0053442784484439895,0.22468630069420867,0.22968869930579125,0.22649166666666662,0.006212719220837123,0.2235840245682729,0.22939930876506034,0.03212601433628676,0.00840228159125367,0.028193625504783153,0.03605840316779036,0.016024571999703797,0.004402341911973013,0.013964212562914212,0.01808493143649338,0.23549118667044788
