model_variant,score,stride,offset,n_obs,positives,prevalence,f1,balanced_accuracy,roc_auc,pr_auc,brier_score,log_loss,prediction_positive_rate
historical_frozen,transformer,60,11,324,90,0.2777777777777778,0.6742857142857143,0.7722222222222221,0.836965811965812,0.6603135506929234,0.14091538473385756,0.4406230138843462,0.2623456790123457
historical_frozen,transformer,60,12,324,67,0.20679012345679013,0.5960264900662252,0.7599454091410651,0.8057378477263487,0.526235419966335,0.1236001254105484,0.39545356138449655,0.25925925925925924
historical_frozen,transformer,60,13,324,66,0.2037037037037037,0.6351351351351351,0.788231148696265,0.8501291989664083,0.5925875994733738,0.11086468006361815,0.3594091016028903,0.25308641975308643
historical_frozen,transformer,60,14,324,66,0.2037037037037037,0.6711409395973155,0.8148343904157858,0.8698320413436693,0.6505631829995981,0.1056140910916773,0.3492545545396444,0.25617283950617287
historical_frozen,transformer,60,15,324,81,0.25,0.7757575757575758,0.8539094650205761,0.8864248336127623,0.7543801568164206,0.10968039314567081,0.3629117392506551,0.25925925925925924
historical_frozen,transformer,60,16,324,83,0.25617283950617287,0.75,0.8338749187621857,0.8431985202219666,0.6999735369814752,0.12039634492468587,0.39324793734442787,0.2623456790123457
historical_frozen,transformer,60,17,324,74,0.22839506172839505,0.7044025157232704,0.8203783783783785,0.8492972972972972,0.6201046493293807,0.11544978449049112,0.3752857398630162,0.2623456790123457
historical_frozen,transformer,60,18,324,73,0.22530864197530864,0.6708074534161491,0.8021339300332915,0.8307318670523386,0.573897662789213,0.12160137122643327,0.3908864823073641,0.2716049382716049
historical_frozen,transformer,60,19,324,72,0.2222222222222222,0.6375,0.7807539682539683,0.8199680335097003,0.5366313394801872,0.12704742225536472,0.40449412900268406,0.2716049382716049
historical_frozen,transformer,60,20,324,75,0.23148148148148148,0.6257668711656442,0.76570281124498,0.802570281124498,0.48025714709039047,0.13560951131465926,0.4242245465761549,0.2716049382716049
historical_frozen,transformer,60,21,324,73,0.22530864197530864,0.6037735849056604,0.7530699121322928,0.8010696938274301,0.4760833664394952,0.1336532778346481,0.41869931974326796,0.2654320987654321
