study,cell,seed,split,score_type,calibration_method,threshold,n_obs,class_balance,prediction_positive_rate,prediction_unique_values,accuracy,balanced_accuracy,f1,roc_auc,pr_auc,brier_score,expected_calibration_error,n,log_loss,calibration_intercept,calibration_slope,true_negative,false_positive,false_negative,true_positive,degenerate_prediction,per_asset_macro_roc_auc,pair_weighted_within_asset_roc_auc,eligible_assets,comparable_pairs,equal_asset_roc_auc,per_asset_macro_pr_auc,within_asset_estimate,within_asset_ci_lower,within_asset_ci_upper,within_asset_valid_draw_fraction
within_objective,within_objective__mlp__equal_asset_bce,ensemble,test,validation_calibrated,isotonic,0.15,21514.0,0.16133680394161942,0.7931579436645905,2.0,0.33759412475597284,0.5668067302904057,0.30601412223033847,0.6280599677587647,0.21561803832118523,0.13317362640024488,0.02984182568295881,21514.0,0.4353193333994285,0.5853508857898202,1.5550669005921243,4121.0,13922.0,329.0,3142.0,False,0.5539402556072173,0.48768100173374807,74,703101,0.6192840540493978,0.16124446056507352,,,,
within_objective,within_objective__mlp__equal_asset_bce,123,validation,raw,none,0.5,20494.0,0.16746364789694546,0.01278422953059432,2.0,0.8233629354933151,0.49879684307799416,0.020032485110990796,0.6035971254842137,0.20767044135265247,0.14301092386232375,0.050864928911100706,20494.0,0.4597581600748388,-0.9160243965131575,0.40343188896587645,16837.0,225.0,3395.0,37.0,True,0.5320314943713769,0.5308129251906001,75,662644,0.5918038506504623,0.17392917312571393,,,,
within_objective,within_objective__mlp__equal_asset_bce,123,test,raw,none,0.5,21514.0,0.16133680394161942,0.07892535093427536,2.0,0.7900436924793158,0.5089402452315768,0.1261365834784291,0.6004812633247701,0.1937767027171504,0.15740403233301564,0.08399343870047761,21514.0,0.489006078915929,-1.2760616299902445,0.2876016282154142,16671.0,1372.0,3145.0,326.0,False,0.573271090069033,0.49515930143748904,74,703101,0.597397670731114,0.17076774891127766,,,,
within_objective,within_objective__mlp__equal_asset_bce,42,validation,raw,none,0.5,20494.0,0.16746364789694546,0.012637845222992095,2.0,0.822631013955304,0.4973098249384734,0.015172040097534544,0.5612903024182475,0.18210034369105785,0.1512166982846514,0.09078913091425639,20494.0,0.5140645757327028,-1.2320500755831965,0.16632564284660786,16831.0,231.0,3404.0,28.0,True,0.49325131126448224,0.5270778879760475,75,662644,0.5509187095502456,0.15665864061984222,,,,
within_objective,within_objective__mlp__equal_asset_bce,42,test,raw,none,0.5,21514.0,0.16133680394161942,0.086129961885284,2.0,0.7792135353723157,0.4979462215914212,0.10781367392937641,0.5846459288259058,0.1877898812211088,0.16486661380308487,0.0954876526647184,21514.0,0.533514238098299,-1.3885230783456521,0.1492522175737828,16477.0,1566.0,3184.0,287.0,False,0.533937376508544,0.501777127325946,74,703101,0.5790014900159713,0.16393559778929498,,,,
within_objective,within_objective__mlp__equal_asset_bce,7,validation,raw,none,0.5,20494.0,0.16746364789694546,4.879476920074168e-05,2.0,0.8324875573338538,0.4999706951119447,0.0,0.6106338251089746,0.2336901144033271,0.1377706782730196,0.03684108117696201,20494.0,0.4489145120710278,-0.23292368822854093,0.7100643359275567,17061.0,1.0,3432.0,0.0,True,0.509385995295193,0.4669143612558176,75,662644,0.5971518353037526,0.15535348713795122,,,,
within_objective,within_objective__mlp__equal_asset_bce,7,test,raw,none,0.5,21514.0,0.16133680394161942,0.0013944408292274797,2.0,0.838384307892535,0.5012298000680311,0.006855184233076264,0.6607421851953174,0.25803434492372007,0.13062743594736115,0.033906004013350116,21514.0,0.426321667011955,-0.2892612471294564,0.9444275601575065,18025.0,18.0,3459.0,12.0,True,0.5075280672842466,0.4437299904281177,74,703101,0.6401358357707088,0.14892616243027934,,,,
within_objective,within_objective__mlp__pooled_bce,ensemble,validation,raw,isotonic,0.16,20494.0,0.16746364789694546,0.16590221528252172,2.0,0.7502683712306041,0.5503319820296142,0.2508782201405152,0.610222924810898,0.22292504367711496,0.14188244472232028,0.07185581385951414,20494.0,0.4750552823121704,-0.4536225417869936,0.4896987754541595,14519.0,2543.0,2575.0,857.0,False,0.5406787316779664,0.5107463434362945,75,662644,0.6019619822464666,0.18103097356487918,,,,
within_objective,within_objective__mlp__pooled_bce,ensemble,validation,validation_calibrated,isotonic,0.16,20494.0,0.16746364789694546,0.5759734556455548,2.0,0.4961452132331414,0.5836917717339122,0.322263061170911,0.612880900358189,0.22424504542825688,0.13628751378198137,1.9029959986987817e-09,20494.0,0.44020944572831455,-0.0028823011011468247,0.9980974774846684,7713.0,9349.0,977.0,2455.0,False,0.5441150296912388,0.5149333578814567,75,662644,0.604755342193856,0.17741453651136235,,,,
within_objective,within_objective__mlp__pooled_bce,ensemble,test,raw,isotonic,0.16,21514.0,0.16133680394161942,0.3393604164729943,2.0,0.656409779678349,0.5879560293024508,0.31377645748236166,0.6196892669074915,0.20617410891476848,0.1457246387583152,0.060241398324135775,21514.0,0.4649417871418414,-1.0493155027401095,0.31744287459265685,12432.0,5611.0,1781.0,1690.0,False,0.5296470639910053,0.48484783836177164,74,703101,0.6100348942990518,0.159906829995474,,,,
