model,identity_variant,seed,aggregation,calibration_method,threshold,status,n_obs,positives,prevalence,roc_auc,pr_auc,f1,balanced_accuracy,brier_score,log_loss,prediction_positive_rate,degenerate_prediction,per_asset_macro_roc_auc,pair_weighted_within_asset_roc_auc,eligible_assets,within_asset_estimate,within_asset_ci_lower,within_asset_ci_upper,within_asset_valid_draw_fraction
transformer_encoder,asset_conditioned,123,equal_asset,isotonic,0.25,completed,21514,3471,0.13288843541753018,0.7593705749902123,0.3576821714686948,0.5170325611177705,0.7447050753048519,0.0938739479805079,0.31976249774592547,0.175442527819405,False,,,,,,,
transformer_encoder,asset_conditioned,123,equal_date,isotonic,0.25,completed,21514,3471,0.2600330538107536,0.756424355051241,0.4462833104807793,0.6038002021538506,0.755211017908729,0.1559587877345189,0.46910922988502557,0.47075906854148725,False,,,,,,,
transformer_encoder,asset_conditioned,123,equal_family,isotonic,0.25,completed,21514,3471,0.1464612135695259,0.7731717544026329,0.3740613278321579,0.530674985509085,0.751107051510141,0.10099432603498064,0.3362737197234402,0.20122010846695984,False,,,,,,,
transformer_encoder,asset_conditioned,ensemble,pooled,isotonic,0.23,completed,21514,3471,0.16133680394161942,0.7898135576855014,0.4210563424653586,0.5114204916249728,0.7452197687802146,0.11091954709217543,0.36054808768964586,0.2660128288556289,False,0.5387429250648953,0.49163847014866996,74.0,0.49163847014866996,0.4295053421007465,0.5532393250629162,1.0
transformer_encoder,asset_conditioned,ensemble,equal_asset,isotonic,0.23,completed,21514,3471,0.1328884354175302,0.7715919009056541,0.38119748216740335,0.46255950477547536,0.721025403074959,0.09781554980889007,0.3293591360400364,0.20533022988872238,False,,,,,,,
transformer_encoder,asset_conditioned,ensemble,equal_date,isotonic,0.23,completed,21514,3471,0.2600330538107536,0.7768601913438088,0.49628733781215373,0.5898977298389736,0.7429578648359236,0.15559515129758242,0.4673337339393029,0.4811986523398059,False,,,,,,,
transformer_encoder,asset_conditioned,ensemble,equal_family,isotonic,0.23,completed,21514,3471,0.1464612135695259,0.7954211232780102,0.40752184910756495,0.49596549992892897,0.7321868731401551,0.10252822650268467,0.33849886017088887,0.2140595966446092,False,,,,,,,
transformer_encoder,no_explicit_asset_id,7,pooled,isotonic,0.26,completed,21514,3471,0.16133680394161942,0.718214792208753,0.3680695574740172,0.44295452005810704,0.688628822662875,0.12071721608233206,0.4066150809973646,0.25462489541693784,False,0.5596218447827029,0.4940079732499314,74.0,,,,
transformer_encoder,no_explicit_asset_id,7,equal_asset,isotonic,0.26,completed,21514,3471,0.13288843541753018,0.6880671636581178,0.3200528540773626,0.38395740495998265,0.6628828001726301,0.10719952144111279,0.37516310810576153,0.2035179032618053,False,,,,,,,
transformer_encoder,no_explicit_asset_id,7,equal_date,isotonic,0.26,completed,21514,3471,0.2600330538107536,0.7168270707258794,0.4441895508901607,0.5308574463480888,0.6851753245489207,0.17011588517365828,0.523993342098121,0.41535142258925056,False,,,,,,,
transformer_encoder,no_explicit_asset_id,7,equal_family,isotonic,0.26,completed,21514,3471,0.1464612135695259,0.6699892322916337,0.3162664131519908,0.3865409946847412,0.6540595684528695,0.11810405076837055,0.40844094668774794,0.21814993717449638,False,,,,,,,
transformer_encoder,no_explicit_asset_id,42,pooled,isotonic,0.24,completed,21514,3471,0.16133680394161942,0.6976810878165134,0.3485097230990022,0.40353914214271974,0.6683991712042678,0.13063453905684697,0.4219046921748613,0.32197638746862506,False,0.49444176943420015,0.4754117829444134,74.0,,,,
transformer_encoder,no_explicit_asset_id,42,equal_asset,isotonic,0.24,completed,21514,3471,0.13288843541753018,0.6699272226810981,0.29360187445722097,0.3435653690136339,0.6455342429586872,0.11805714397635944,0.3912381730943734,0.2754038835570577,False,,,,,,,
transformer_encoder,no_explicit_asset_id,42,equal_date,isotonic,0.24,completed,21514,3471,0.2600330538107536,0.7246065433292619,0.4681538305392424,0.5289358127863572,0.6843456514680066,0.17054382940881302,0.5174945093152679,0.4896799838450828,False,,,,,,,
transformer_encoder,no_explicit_asset_id,42,equal_family,isotonic,0.24,completed,21514,3471,0.1464612135695259,0.6789834911991126,0.29740056315355323,0.3671627180823262,0.6480508339020314,0.12457087125946016,0.40657538045395075,0.27284961854546236,False,,,,,,,
transformer_encoder,no_explicit_asset_id,123,pooled,isotonic,0.26,completed,21514,3471,0.16133680394161942,0.7285170483208007,0.38574156436895496,0.41161825726141077,0.6882328369088773,0.12495052928061857,0.40926112221494954,0.39876359579808496,False,0.6003400873487451,0.5095953497434935,74.0,,,,
transformer_encoder,no_explicit_asset_id,123,equal_asset,isotonic,0.26,completed,21514,3471,0.13288843541753018,0.6898041458551265,0.3302743890922415,0.34854651773277434,0.6627824300156483,0.11343661526707885,0.3829939051788188,0.34688186716831937,False,,,,,,,
transformer_encoder,no_explicit_asset_id,123,equal_date,isotonic,0.26,completed,21514,3471,0.2600330538107536,0.756829928651663,0.48979108583485576,0.5371441224850761,0.6943434431133352,0.16399736105409668,0.49834794024177037,0.5799163557907938,False,,,,,,,
transformer_encoder,no_explicit_asset_id,123,equal_family,isotonic,0.26,completed,21514,3471,0.1464612135695259,0.6502586370122829,0.3091761676160955,0.34883059143474254,0.6427373398969476,0.12518289283330694,0.41549068542687,0.36281667185319577,False,,,,,,,
transformer_encoder,no_explicit_asset_id,ensemble,pooled,isotonic,0.26,completed,21514,3471,0.16133680394161942,0.7154766551871594,0.36285481514250184,0.440045766590389,0.6842865677024027,0.12407858185174792,0.4062462441204096,0.2449102909733197,False,0.5356241301992244,0.47257008594782257,74.0,0.47257008594782257,0.4050144148221287,0.5320433085637457,1.0
transformer_encoder,no_explicit_asset_id,ensemble,equal_asset,isotonic,0.26,completed,21514,3471,0.1328884354175302,0.6832379067016605,0.3133739625468881,0.3812463885809004,0.6584643945446229,0.11130731535759446,0.3763468502410447,0.19377929407263336,False,,,,,,,
transformer_encoder,no_explicit_asset_id,ensemble,equal_date,isotonic,0.26,completed,21514,3471,0.2600330538107536,0.7300044975857459,0.4536094071191181,0.5350518432043381,0.6888232378397773,0.16781761662306216,0.5082722854820716,0.41367216146414554,False,,,,,,,
transformer_encoder,no_explicit_asset_id,ensemble,equal_family,isotonic,0.26,completed,21514,3471,0.1464612135695259,0.6718581065817992,0.3118883839004111,0.38750697715157334,0.6519246203684345,0.12045819650863039,0.40038794019928553,0.20313934393342456,False,,,,,,,
flattened_logistic,asset_conditioned,7,pooled,isotonic,0.16,completed,21514,3471,0.16133680394161942,0.5759629677514355,0.187324457690473,0.30781986837332226,0.5715705509229345,0.13468941924786568,0.4570036096885724,0.7356140187784699,False,0.5199468491356711,0.5121355253370427,74.0,,,,
flattened_logistic,asset_conditioned,7,equal_asset,isotonic,0.16,completed,21514,3471,0.13288843541753018,0.5723777445322916,0.157841481726756,0.26006061767738436,0.566064418724826,0.11700258364979849,0.41662693727840017,0.7188055989541816,False,,,,,,,
flattened_logistic,asset_conditioned,7,equal_date,isotonic,0.16,completed,21514,3471,0.2600330538107536,0.5313323335638525,0.25909857887187626,0.43200191658767173,0.5564200456929324,0.19800179529994663,0.6042941825124268,0.7825011425352592,False,,,,,,,
flattened_logistic,asset_conditioned,7,equal_family,isotonic,0.16,completed,21514,3471,0.1464612135695259,0.581388598298458,0.1786518812516776,0.2840702677195231,0.5704841989874783,0.12511769676299644,0.4339066447338619,0.718498722939529,False,,,,,,,
flattened_logistic,asset_conditioned,42,pooled,isotonic,0.16,completed,21514,3471,0.16133680394161942,0.5760030940523608,0.18736794394880713,0.3075567533948378,0.5711383988053891,0.13464086696287864,0.45593062448264626,0.7354745746955471,False,0.5201518647218275,0.5121781934601145,74.0,,,,
flattened_logistic,asset_conditioned,42,equal_asset,isotonic,0.16,completed,21514,3471,0.13288843541753018,0.5724356179158019,0.15789852654720563,0.25982115177540166,0.565623163016371,0.11695361302901072,0.41546996996207497,0.7187099448394605,False,,,,,,,
flattened_logistic,asset_conditioned,42,equal_date,isotonic,0.16,completed,21514,3471,0.2600330538107536,0.5315019446855715,0.2592021895899675,0.4315901912247332,0.5558938105731244,0.19799533030959054,0.6036719822664708,0.7822274654848069,False,,,,,,,
flattened_logistic,asset_conditioned,42,equal_family,isotonic,0.16,completed,21514,3471,0.1464612135695259,0.58137548573557,0.1787359974579937,0.28397547863551176,0.5703260403249995,0.1250575051289763,0.4322564355095862,0.7181742663997072,False,,,,,,,
flattened_logistic,asset_conditioned,123,pooled,isotonic,0.16,completed,21514,3471,0.16133680394161942,0.5766779120904441,0.18786877368486957,0.3071280991735537,0.5703400083666451,0.13466169940704473,0.45669417930618045,0.7385423445198476,False,0.5200828183638103,0.5121255694416592,74.0,,,,
flattened_logistic,asset_conditioned,123,equal_asset,isotonic,0.16,completed,21514,3471,0.13288843541753018,0.5730398557097899,0.15829190250564773,0.259304281422019,0.564623624416293,0.11698205932646627,0.416309573942621,0.721882983132991,False,,,,,,,
flattened_logistic,asset_conditioned,123,equal_date,isotonic,0.16,completed,21514,3471,0.2600330538107536,0.5319696494258455,0.2596525440532253,0.4323493156777937,0.5565602336052335,0.1979961623335968,0.6041341614638832,0.7853999936230589,False,,,,,,,
flattened_logistic,asset_conditioned,123,equal_family,isotonic,0.16,completed,21514,3471,0.1464612135695259,0.582033303129312,0.179119744428609,0.2835466943398034,0.5695411009778891,0.12508644680449357,0.43334644195171973,0.7204951496166861,False,,,,,,,
flattened_logistic,asset_conditioned,ensemble,pooled,isotonic,0.15,completed,21514,3471,0.16133680394161942,0.5762199724774772,0.18753352237168103,0.3075968350830015,0.5711491369420274,0.13468521737705785,0.45659196500469257,0.7374732732174398,False,0.5201078875358379,0.5121710821062693,74.0,0.5121710821062693,0.4788832439271261,0.5442425231925806,1.0
flattened_logistic,asset_conditioned,ensemble,equal_asset,isotonic,0.15,completed,21514,3471,0.1328884354175302,0.5726240646729882,0.15802571417142325,0.2598091917602709,0.5655745753153238,0.11700385224014917,0.416195523592502,0.7207559225839365,False,,,,,,,
flattened_logistic,asset_conditioned,ensemble,equal_date,isotonic,0.15,completed,21514,3471,0.2600330538107536,0.5315953511311743,0.2593213797954946,0.43244673273776213,0.5567963066344135,0.19800692056667818,0.604054824356746,0.7844886224744656,False,,,,,,,
flattened_logistic,asset_conditioned,ensemble,equal_family,isotonic,0.15,completed,21514,3471,0.1464612135695259,0.581606526764948,0.17884347855630556,0.283969722868934,0.5702810531141229,0.12511416784405374,0.43315049379558657,0.7201310856090452,False,,,,,,,
flattened_logistic,no_explicit_asset_id,7,pooled,platt,0.15,completed,21514,3471,0.16133680394161942,0.39872396287284073,0.12821138699504805,0.2870054412985336,0.5629723612498221,0.1354350004727074,0.44084680371530244,0.342660593102166,False,0.5513438440611176,0.532108473747015,74.0,,,,
flattened_logistic,no_explicit_asset_id,7,equal_asset,platt,0.15,completed,21514,3471,0.13288843541753018,0.4184867664332208,0.1097285386762393,0.23760522800115405,0.5489516997311841,0.11712989320552797,0.3957537649318836,0.31990842712750694,False,,,,,,,
flattened_logistic,no_explicit_asset_id,7,equal_date,platt,0.15,completed,21514,3471,0.2600330538107536,0.3521673823105674,0.19344959563288378,0.44489506840118304,0.6060876318335544,0.19354362364298064,0.5804945677593818,0.45277609497390764,False,,,,,,,
flattened_logistic,no_explicit_asset_id,7,equal_family,platt,0.15,completed,21514,3471,0.1464612135695259,0.42649504561423524,0.12307799866584515,0.24841788954919924,0.5431144625241245,0.1266065740767851,0.41981547295255384,0.33310251566233934,False,,,,,,,
flattened_logistic,no_explicit_asset_id,42,pooled,platt,0.15,completed,21514,3471,0.16133680394161942,0.39856867903818166,0.12816342958414884,0.28719179979684184,0.5631885610566377,0.13543784806050635,0.4408501278384511,0.3420098540485265,False,0.5511352734412325,0.5320380713439463,74.0,,,,
flattened_logistic,no_explicit_asset_id,42,equal_asset,platt,0.15,completed,21514,3471,0.13288843541753018,0.4182951282388473,0.1096715248313463,0.23780714497270172,0.5491896623347079,0.11713519382983574,0.39575773198879954,0.3192558109874693,False,,,,,,,
flattened_logistic,no_explicit_asset_id,42,equal_date,platt,0.15,completed,21514,3471,0.2600330538107536,0.3521068772311813,0.19342662115392015,0.44508433357448063,0.6063064037519299,0.19352105573168166,0.5804450682080075,0.45232970910520887,False,,,,,,,
flattened_logistic,no_explicit_asset_id,42,equal_family,platt,0.15,completed,21514,3471,0.1464612135695259,0.42636237184893716,0.12303082510984953,0.2486115840745902,0.5433582735610458,0.1266142285794334,0.4198312306435075,0.33244744529190373,False,,,,,,,
flattened_logistic,no_explicit_asset_id,123,pooled,platt,0.15,completed,21514,3471,0.16133680394161942,0.3989510844424231,0.1282814180356992,0.2864252142659663,0.5624071440591527,0.13543718894634332,0.4408566999756837,0.34303244398996,False,0.5514337341763923,0.5322115883777722,74.0,,,,
flattened_logistic,no_explicit_asset_id,123,equal_asset,platt,0.15,completed,21514,3471,0.13288843541753018,0.4187081977138127,0.10979147947306897,0.23706240936722167,0.548387368599066,0.11713014552261726,0.3957627268864749,0.3204072314510729,False,,,,,,,
flattened_logistic,no_explicit_asset_id,123,equal_date,platt,0.15,completed,21514,3471,0.2600330538107536,0.3524557159523086,0.1935540774144674,0.4447791464105154,0.6059901494037475,0.19357024003395168,0.5805632953855594,0.45267512674170196,False,,,,,,,
flattened_logistic,no_explicit_asset_id,123,equal_family,platt,0.15,completed,21514,3471,0.1464612135695259,0.42663654317930894,0.12311938170829059,0.24773208018400097,0.5423878085582567,0.12660393708817577,0.4198128140223367,0.33386523831611986,False,,,,,,,
flattened_logistic,no_explicit_asset_id,ensemble,pooled,platt,0.15,completed,21514,3471,0.16133680394161942,0.39869095008845434,0.12818920558001912,0.2870319129311935,0.5630000728277194,0.13543701678620523,0.44085246375572784,0.3426141117411918,False,0.5513032988203461,0.5321141628300913,74.0,0.5321141628300913,0.4838834926407085,0.5840529695403347,1.0
flattened_logistic,no_explicit_asset_id,ensemble,equal_asset,platt,0.15,completed,21514,3471,0.1328884354175302,0.4184435026514748,0.10971038059008426,0.2376318006011441,0.5489808960384779,0.11713205851597021,0.3957592553674217,0.31985779421611454,False,,,,,,,
flattened_logistic,no_explicit_asset_id,ensemble,equal_date,platt,0.15,completed,21514,3471,0.2600330538107536,0.35217240197304617,0.1934179241847746,0.4449149699169742,0.6061091765154302,0.19354580746068908,0.5805045975001897,0.4527442102690006,False,,,,,,,
flattened_logistic,no_explicit_asset_id,ensemble,equal_family,platt,0.15,completed,21514,3471,0.1464612135695259,0.42644958568336,0.12305697998134192,0.24840420555170853,0.5430989869377366,0.1266085875505241,0.41982115313484786,0.33312893368875734,False,,,,,,,
static_global_prior,train_only_prior,na,pooled,none,0.5,completed,21514,3471,0.16133680394161942,0.5,0.16133680394161942,0.0,0.5,0.13594516317850378,0.4444638676707894,0.0,True,0.5,0.5,74.0,,,,
static_family_prior,train_only_prior,na,pooled,none,0.5,completed,21514,3471,0.16133680394161942,0.816548771506871,0.41485020028577724,0.0,0.5,0.10488716650092379,0.3449070162738788,0.0,True,0.5,0.5,74.0,,,,
static_asset_prior,train_only_prior,na,pooled,none,0.5,completed,21514,3471,0.16133680394161942,0.8239058561294393,0.45307282583307684,0.48081841432225064,0.6864641580239835,0.10325009960066985,0.33885939781108887,0.14762480245421586,False,0.5,0.5,74.0,,,,
