model,identity_variant,seed,aggregation,calibration_method,threshold,status,n_obs,positives,prevalence,roc_auc,pr_auc,f1,balanced_accuracy,brier_score,log_loss,prediction_positive_rate,degenerate_prediction,per_asset_macro_roc_auc,pair_weighted_within_asset_roc_auc,eligible_assets,within_asset_estimate,within_asset_ci_lower,within_asset_ci_upper,within_asset_valid_draw_fraction
tcn,no_explicit_asset_id,ensemble,equal_asset,isotonic,0.21,completed,21514,3471,0.1328884354175302,0.7015904022889313,0.31847929604512876,0.360275722458389,0.6668391556596279,0.11445421355218084,0.3974375115464155,0.3071193444504671,False,,,,,,,
tcn,no_explicit_asset_id,ensemble,equal_date,isotonic,0.21,completed,21514,3471,0.2600330538107536,0.7298032735262355,0.4283583441034508,0.5384754021760403,0.6947476679284114,0.17253017365163076,0.5512079934100854,0.5360748865435916,False,,,,,,,
tcn,no_explicit_asset_id,ensemble,equal_family,isotonic,0.21,completed,21514,3471,0.1464612135695259,0.6793532212772855,0.31854376648109073,0.3556429641505587,0.6477293350836364,0.12626660814632654,0.4283294076449001,0.3473004306776348,False,,,,,,,
transformer_encoder,asset_conditioned,7,pooled,isotonic,0.26,completed,21514,3471,0.16133680394161942,0.7070763585942369,0.35839629225612796,0.4280961182994455,0.6696585191114801,0.12439678505958053,0.42773729499493607,0.21585944036441387,False,0.5317026605462427,0.4746572683014247,74.0,,,,
transformer_encoder,asset_conditioned,7,equal_asset,isotonic,0.26,completed,21514,3471,0.13288843541753018,0.6857299484812396,0.31498669952446573,0.3777309158662885,0.650048655352796,0.10965614562357369,0.3909055920947725,0.16938928036221024,False,,,,,,,
transformer_encoder,asset_conditioned,7,equal_date,isotonic,0.26,completed,21514,3471,0.2600330538107536,0.7156113260928849,0.4448720244262343,0.53093467658108,0.6850913227262537,0.17205650272999165,0.5458006751206553,0.4046036199768304,False,,,,,,,
transformer_encoder,asset_conditioned,7,equal_family,isotonic,0.26,completed,21514,3471,0.1464612135695259,0.6899699138297929,0.3344534389437888,0.39943004068305354,0.6516077087789464,0.11491975609196325,0.40295689733970863,0.16251521952718426,False,,,,,,,
transformer_encoder,asset_conditioned,42,pooled,isotonic,0.22,completed,21514,3471,0.16133680394161942,0.7560033169585132,0.36725287213257374,0.4687761944677284,0.7159398161691684,0.11771298056552225,0.3851159561473109,0.28228130519661615,False,0.5301644108546903,0.5244623460925244,74.0,,,,
transformer_encoder,asset_conditioned,42,equal_asset,isotonic,0.22,completed,21514,3471,0.13288843541753018,0.7391736051697814,0.31535026595417043,0.4192829139867217,0.698873970543539,0.10416670099699125,0.3526553985415789,0.23416943532187606,False,,,,,,,
transformer_encoder,asset_conditioned,42,equal_date,isotonic,0.22,completed,21514,3471,0.2600330538107536,0.7506066399337978,0.481615175506807,0.5590184195243518,0.7118289403450878,0.16315600536835523,0.4946689054728816,0.45372732200363486,False,,,,,,,
transformer_encoder,asset_conditioned,42,equal_family,isotonic,0.22,completed,21514,3471,0.1464612135695259,0.7513395930354878,0.36212846639553686,0.4701383789558393,0.7193625616139006,0.107949310997021,0.36389762523855085,0.23041551192999557,False,,,,,,,
transformer_encoder,asset_conditioned,123,pooled,isotonic,0.25,completed,21514,3471,0.16133680394161942,0.7790503680562197,0.3929409711025289,0.5535796766743649,0.767918816429646,0.10742359047781411,0.3522179595644044,0.24119178209537975,False,0.5305537390588003,0.477432829707254,74.0,,,,
