analysis,cell,split,group,n_obs,base_equal_asset_mae,changed_equal_asset_mae,equal_asset_mae_deterioration,base_spearman,changed_spearman,prediction_spearman,paired_difference_estimate,paired_difference_ci_lower,paired_difference_ci_upper,n_assets,n_dates,mae,equal_asset_mae,rmse,spearman,tail_threshold_training_q90,tail_n,tail_mae,top_decile_actual_mean,overall_actual_mean,top_decile_risk_enrichment,prediction_min,prediction_max
nonoverlap_offset,continuous_downside__recent_drawdown_60d,test,2,2155.0,,,,,,,,,,79.0,63.0,0.055073974034575195,0.04561442318939254,0.10431157181856737,0.30679953777758906,0.06444563865661622,260.0,0.10153951027295276,0.06506616011264904,0.02788007841067042,2.333786840705102,-0.0,0.6047404788596055
nonoverlap_offset,continuous_downside__recent_drawdown_60d,test,3,2155.0,,,,,,,,,,79.0,63.0,0.05350770752533939,0.04438036815333999,0.10104589535709375,0.3658376080122068,0.06444563865661622,273.0,0.10484026411118842,0.06550528062750043,0.028463055858929564,2.301414189402639,-0.0,0.5910652741631369
nonoverlap_offset,continuous_downside__recent_drawdown_60d,test,4,2155.0,,,,,,,,,,79.0,61.0,0.05526979966712626,0.045902426925374246,0.10134344227959888,0.3222609900313237,0.06444563865661622,267.0,0.11842968886837883,0.069267264031859,0.027261950190566247,2.540803704344978,-0.0,0.5766242670267465
nonoverlap_offset,continuous_downside__recent_drawdown_60d,test,5,2155.0,,,,,,,,,,79.0,62.0,0.056906185455496514,0.04795984216893234,0.10259309710738523,0.2643073794001781,0.06444563865661622,289.0,0.12171090048797206,0.0706668296253257,0.02783167003700241,2.539079743737031,-0.0,0.5711085653615456
nonoverlap_offset,continuous_downside__recent_drawdown_60d,test,6,2155.0,,,,,,,,,,79.0,61.0,0.055317568324691285,0.046454019182431874,0.1006506491314194,0.3112310026994236,0.06444563865661622,299.0,0.12428593222404251,0.07113696206458069,0.028796681339308572,2.4703180629177575,-0.0,0.5593666338453729
nonoverlap_offset,continuous_downside__recent_drawdown_60d,test,7,2143.0,,,,,,,,,,79.0,61.0,0.052213314972431,0.04411542487771019,0.09709517867639147,0.31731162561974274,0.06444563865661622,301.0,0.12018387260670713,0.07464355176807447,0.029855842702990475,2.5001321352955106,-0.0,0.5697658932982412
nonoverlap_offset,continuous_downside__recent_drawdown_60d,test,8,2143.0,,,,,,,,,,79.0,61.0,0.05434895753033082,0.04539256384606268,0.10167213300236841,0.3320305694379805,0.06444563865661622,290.0,0.12961351860247336,0.06612785869050598,0.030827475562469776,2.1450948377690673,-0.0,0.5705845654169315
nonoverlap_offset,continuous_downside__recent_drawdown_60d,test,9,2143.0,,,,,,,,,,79.0,61.0,0.0548418256481875,0.04615422761793224,0.10115954844138032,0.31709844941415666,0.06444563865661622,279.0,0.1317435981284152,0.06448364506508115,0.030319341745809407,2.12681546999594,-0.0,0.5679508093544402
family,continuous_downside__recent_volatility_20d,test,Bonds,2750.0,,,,,,,,,,11.0,250.0,0.005946816793995981,0.0059468167939959815,0.007458666342778239,0.21963317965853824,0.06444563865661622,0.0,,0.009287831884496634,0.004279832234552404,2.1701392427285127,0.0010804020196407665,0.029985501432904002
family,continuous_downside__recent_volatility_20d,test,Commodities,2000.0,,,,,,,,,,8.0,250.0,0.05084306400125407,0.05084306400125406,0.06834186753903633,0.39778817597827665,0.06444563865661622,423.0,0.05059142182556565,0.07148094864794985,0.03868473124324373,1.8477819633407422,0.008894925341168989,0.3218587935830792
family,continuous_downside__recent_volatility_20d,test,Crypto,4764.0,,,,,,,,,,12.0,397.0,0.07300197837301012,0.07300197837301012,0.08868334480853719,0.10647226185359353,0.06444563865661622,2210.0,0.05764124979123176,0.0848018910009287,0.07432268310986655,1.140996092344667,0.026205411812102553,0.30798429618240675
family,continuous_downside__recent_volatility_20d,test,Equities,9750.0,,,,,,,,,,39.0,250.0,0.019723870748107764,0.01972387074810776,0.02352763000948961,0.11436536046126299,0.06444563865661622,173.0,0.034967179026146857,0.020333103096763342,0.01607666400309767,1.2647588512670003,0.011112539738117837,0.08017033779580807
family,continuous_downside__recent_volatility_20d,test,FX,1500.0,,,,,,,,,,6.0,250.0,0.007795465102529014,0.007795465102529014,0.00936495430499028,0.13833388434890112,0.06444563865661622,0.0,,0.009349901943351143,0.007931117141687233,1.1788883931882115,0.003990936766292188,0.02444111973485184
family,continuous_downside__recent_volatility_20d,test,Real assets,750.0,,,,,,,,,,3.0,250.0,0.01785767237804089,0.017857672378040892,0.02004109389434775,-0.1550245394956773,0.06444563865661622,0.0,,0.010657165988814086,0.013670087778523642,0.7795974803875803,0.01323721354020032,0.043442142470141935
subperiod,continuous_downside__recent_volatility_20d,test,2025-03-15_to_2025-09-14,5922.0,,,,,,,,,,79.0,125.0,0.031301586826456514,0.02598627117330101,0.04722099234185185,0.4164829490589976,0.06444563865661622,651.0,0.03710556348758936,0.06496915437652562,0.02233233548034562,2.909196596733202,0.0021586160292796286,0.23539493914136322
subperiod,continuous_downside__recent_volatility_20d,test,2025-09-15_to_2026-06-13,15592.0,,,,,,,,,,79.0,272.0,0.03192967507055648,0.02886054443574479,0.05038760547838102,0.4785403936956891,0.06444563865661622,2155.0,0.06064080446029661,0.08610375858292965,0.0314171939667092,2.740657191541941,0.0010804020196407665,0.3218587935830792
nonoverlap_offset,continuous_downside__recent_volatility_20d,test,0,2155.0,,,,,,,,,,79.0,63.0,0.032751204512323225,0.028774613137717512,0.05163084674868895,0.46808240201598783,0.06444563865661622,275.0,0.06305942595828055,0.07492402580478315,0.028837040554086667,2.598187066535343,0.0010956919795740176,0.31743640624641584
nonoverlap_offset,continuous_downside__recent_volatility_20d,test,1,2155.0,,,,,,,,,,79.0,63.0,0.032193007423450194,0.028323990083315608,0.050030140507876256,0.47184385423319863,0.06444563865661622,273.0,0.05682072484175669,0.0807319952137833,0.029115267757642994,2.7728405551960105,0.0011893170021511712,0.31615841754751756
nonoverlap_offset,continuous_downside__recent_volatility_20d,test,2,2155.0,,,,,,,,,,79.0,63.0,0.0327457158746218,0.028773477880977633,0.0514581937066843,0.42870702191206495,0.06444563865661622,260.0,0.05650452260068817,0.07571543041706684,0.02788007841067042,2.7157538548416924,0.001222505792730995,0.3171888227360173
nonoverlap_offset,continuous_downside__recent_volatility_20d,test,3,2155.0,,,,,,,,,,79.0,63.0,0.0317492159532339,0.027922806113284,0.049250397115181754,0.4782221506797606,0.06444563865661622,273.0,0.05311685605194638,0.08404881660654037,0.028463055858929564,2.952909098134387,0.0012061140076788054,0.3173995405825092
nonoverlap_offset,continuous_downside__recent_volatility_20d,test,4,2155.0,,,,,,,,,,79.0,61.0,0.03131459545049926,0.027400676838142655,0.049104973260570936,0.45671911913020097,0.06444563865661622,267.0,0.05248033597267008,0.07717804263477403,0.027261950190566247,2.830980252523563,0.0012470798515961394,0.3177566824877977
nonoverlap_offset,continuous_downside__recent_volatility_20d,test,5,2155.0,,,,,,,,,,79.0,62.0,0.03199455728156204,0.028337655404023564,0.04864756566742644,0.4487274212946751,0.06444563865661622,289.0,0.05006755107947737,0.0774721575192719,0.02783167003700241,2.7835971544744567,0.0013023756925109233,0.3218587935830792
nonoverlap_offset,continuous_downside__recent_volatility_20d,test,6,2155.0,,,,,,,,,,79.0,61.0,0.03184489902997829,0.028271288091249805,0.04846945983001034,0.4616727450120003,0.06444563865661622,299.0,0.05051765227248596,0.07800691421855138,0.028796681339308572,2.7088855587004383,0.0012549542940113545,0.32039369384557026
nonoverlap_offset,continuous_downside__recent_volatility_20d,test,7,2143.0,,,,,,,,,,79.0,61.0,0.029944398466054813,0.02692644958087908,0.04614617342153312,0.46529134152556106,0.06444563865661622,301.0,0.048134498427832705,0.08144239115279688,0.029855842702990475,2.7278543755403457,0.001214339576911194,0.3168937184758294
nonoverlap_offset,continuous_downside__recent_volatility_20d,test,8,2143.0,,,,,,,,,,79.0,61.0,0.031469734745585204,0.02788256323395598,0.05038152510185844,0.4817507711230886,0.06444563865661622,290.0,0.059367187723653604,0.07821931164294785,0.030827475562469776,2.5373245851559187,0.001124957290836622,0.31574716102809514
nonoverlap_offset,continuous_downside__recent_volatility_20d,test,9,2143.0,,,,,,,,,,79.0,61.0,0.03154767478116264,0.028086340786572003,0.04999976842553548,0.48034638747130176,0.06444563865661622,279.0,0.06272279347989426,0.08671885269022611,0.030319341745809407,2.8601825665364906,0.0010804020196407665,0.3137990108184815
family,continuous_downside__ridge_sequence_summary,test,Bonds,2750.0,,,,,,,,,,11.0,250.0,0.00827328223361539,0.00827328223361539,0.009027386139772806,0.23808364139965502,0.06444563865661622,0.0,,0.009221486423762557,0.004279832234552404,2.1546373592204517,0.008855215507422517,0.02170211787853771
family,continuous_downside__ridge_sequence_summary,test,Commodities,2000.0,,,,,,,,,,8.0,250.0,0.03196558169907812,0.031965581699078115,0.04646239881369909,0.3865001978608209,0.06444563865661622,423.0,0.06595972160079382,0.05742033347196411,0.03868473124324373,1.4843151710403195,0.011138529796511223,0.14324982606835485
family,continuous_downside__ridge_sequence_summary,test,Crypto,4764.0,,,,,,,,,,12.0,397.0,0.054207544032291,0.05420754403229101,0.07412913254393332,0.07870565999121637,0.06444563865661622,2210.0,0.07697097942957716,0.07875719399384733,0.07432268310986655,1.0596656457817262,0.018651431068977757,0.1245108215479639
family,continuous_downside__ridge_sequence_summary,test,Equities,9750.0,,,,,,,,,,39.0,250.0,0.014158179606814475,0.014158179606814479,0.017335514127159075,0.11012311793281822,0.06444563865661622,173.0,0.05174696000591152,0.022147913160315977,0.01607666400309767,1.3776435929772801,0.012263009181402275,0.03809169256190689
family,continuous_downside__ridge_sequence_summary,test,FX,1500.0,,,,,,,,,,6.0,250.0,0.00798654146683475,0.007986541466834748,0.009320996173263551,0.07276452618236749,0.06444563865661622,0.0,,0.008576485924228716,0.007931117141687233,1.0813717375512362,0.010585300345976635,0.018642794314908867
family,continuous_downside__ridge_sequence_summary,test,Real assets,750.0,,,,,,,,,,3.0,250.0,0.012434374119942316,0.012434374119942318,0.014528624869725412,-0.20739987828338333,0.06444563865661622,0.0,,0.00864456858097886,0.013670087778523642,0.6323711099031777,0.014273322331579689,0.025008708275030562
subperiod,continuous_downside__ridge_sequence_summary,test,2025-03-15_to_2025-09-14,5922.0,,,,,,,,,,79.0,125.0,0.020473686627434304,0.017377031483897118,0.030856480371977826,0.40292099585937596,0.06444563865661622,651.0,0.06017215678385569,0.05892996864886499,0.02233233548034562,2.6387732129820654,0.009155914608571108,0.09968512125391157
subperiod,continuous_downside__ridge_sequence_summary,test,2025-09-15_to_2026-06-13,15592.0,,,,,,,,,,79.0,272.0,0.024565809457376665,0.022047553522501397,0.04260369128199823,0.47040724732832134,0.06444563865661622,2155.0,0.07785938598201111,0.07927846137065969,0.0314171939667092,2.523409998189718,0.008855215507422517,0.14324982606835485
nonoverlap_offset,continuous_downside__ridge_sequence_summary,test,0,2155.0,,,,,,,,,,79.0,63.0,0.023402494972690938,0.02069751521208217,0.041419350162966814,0.4625023505672429,0.06444563865661622,275.0,0.07590115850774254,0.0731863699119357,0.028837040554086667,2.537929291831024,0.00886341510673437,0.14324982606835485
nonoverlap_offset,continuous_downside__ridge_sequence_summary,test,1,2155.0,,,,,,,,,,79.0,63.0,0.023511244972692344,0.02066656882856569,0.039873652182095876,0.46272080105262026,0.06444563865661622,273.0,0.07682217234953033,0.078273895373126,0.029115267757642994,2.688414065935508,0.008879676763872222,0.13256092767860492
nonoverlap_offset,continuous_downside__ridge_sequence_summary,test,2,2155.0,,,,,,,,,,79.0,63.0,0.023782420240334525,0.020827011762259172,0.0400725405406697,0.42208880044011593,0.06444563865661622,260.0,0.0779472694469442,0.06925725380454052,0.02788007841067042,2.4841125905167467,0.008889351781213906,0.13304967133369688
nonoverlap_offset,continuous_downside__ridge_sequence_summary,test,3,2155.0,,,,,,,,,,79.0,63.0,0.023435667161446686,0.02051536782322987,0.03908255749849927,0.4737774010487006,0.06444563865661622,273.0,0.07506320287105536,0.07531159997004713,0.028463055858929564,2.6459421765291595,0.008880186320297967,0.13304066303329504
nonoverlap_offset,continuous_downside__ridge_sequence_summary,test,4,2155.0,,,,,,,,,,79.0,61.0,0.02226297419262705,0.019446352829055744,0.03694761046156549,0.44668219793612884,0.06444563865661622,267.0,0.06827726440326583,0.07449297625296619,0.027261950190566247,2.7324888987121625,0.008880305222756926,0.13438918137981096
nonoverlap_offset,continuous_downside__ridge_sequence_summary,test,5,2155.0,,,,,,,,,,79.0,62.0,0.023873448194809032,0.021152995849109044,0.03806926233743942,0.43300133130263324,0.06444563865661622,289.0,0.07111242966679958,0.07690814430922426,0.02783167003700241,2.7633319957794233,0.008975832987825498,0.13894587392090915
nonoverlap_offset,continuous_downside__ridge_sequence_summary,test,6,2155.0,,,,,,,,,,79.0,61.0,0.0235199317858572,0.0209240141708487,0.038230648306019625,0.4567220501929077,0.06444563865661622,299.0,0.06943034444378976,0.07896091588999196,0.028796681339308572,2.7420144342191017,0.008966343385590828,0.14108603473054282
nonoverlap_offset,continuous_downside__ridge_sequence_summary,test,7,2143.0,,,,,,,,,,79.0,61.0,0.023061916331461874,0.02070685634275719,0.03704501118941892,0.46394626678376577,0.06444563865661622,301.0,0.06623420822186746,0.08260648839208189,0.029855842702990475,2.7668449761696965,0.00891229002781722,0.1409794824441985
nonoverlap_offset,continuous_downside__ridge_sequence_summary,test,8,2143.0,,,,,,,,,,79.0,61.0,0.023942350442908933,0.02117272896545319,0.042931553885312196,0.486455396172805,0.06444563865661622,290.0,0.07698621117045235,0.0729039111653841,0.030827475562469776,2.3649004608778066,0.008866309836725334,0.14023583454324018
nonoverlap_offset,continuous_downside__ridge_sequence_summary,test,9,2143.0,,,,,,,,,,79.0,61.0,0.02360317237191776,0.02080773538736228,0.04297724532764738,0.4758824718941516,0.06444563865661622,279.0,0.08082990001500331,0.07922749054932231,0.030319341745809407,2.6131006145696665,0.008855215507422517,0.140162450660867
family,continuous_downside__training_asset_mean,test,Bonds,2750.0,,,,,,,,,,11.0,250.0,0.004898589763944684,0.004898589763944684,0.006091259353847602,0.2423457358551268,0.06444563865661622,0.0,,0.0077859949531120945,0.004279832234552404,1.819229008617057,0.0010541973157154414,0.016412425540232523
family,continuous_downside__training_asset_mean,test,Commodities,2000.0,,,,,,,,,,8.0,250.0,0.03158305013347101,0.03158305013347101,0.04787159292110269,0.2927089661127748,0.06444563865661622,423.0,0.07814660843476567,0.06680541529040783,0.03868473124324373,1.7269194626258484,0.015851694766065638,0.05608425447966456
family,continuous_downside__training_asset_mean,test,Crypto,4764.0,,,,,,,,,,12.0,397.0,0.05734193347580777,0.05734193347580777,0.07089246996275747,0.0944498940573733,0.06444563865661622,2210.0,0.052661184063472775,0.08228808173882421,0.07432268310986655,1.1071731844931232,0.05484525239723917,0.1017185216825483
family,continuous_downside__training_asset_mean,test,Equities,9750.0,,,,,,,,,,39.0,250.0,0.014783142787910866,0.014783142787910868,0.017845704529483884,0.11490476406995474,0.06444563865661622,173.0,0.049066501758279334,0.02223733072421601,0.01607666400309767,1.3832055406476926,0.01257882451143668,0.03798700363422334
family,continuous_downside__training_asset_mean,test,FX,1500.0,,,,,,,,,,6.0,250.0,0.006355178368522832,0.006355178368522833,0.007665624033389776,0.18381718025988267,0.06444563865661622,0.0,,0.008290659011574462,0.007931117141687233,1.045333067645341,0.00846440545066439,0.013083248818317848
family,continuous_downside__training_asset_mean,test,Real assets,750.0,,,,,,,,,,3.0,250.0,0.013811460748355492,0.013811460748355492,0.015578643098364734,-0.015047794893336795,0.06444563865661622,0.0,,0.013286761387949809,0.013670087778523642,0.9719587469528866,0.02054637990807838,0.023314105333411564
subperiod,continuous_downside__training_asset_mean,test,2025-03-15_to_2025-09-14,5922.0,,,,,,,,,,79.0,125.0,0.023027413604986932,0.019047213744522513,0.03467376012002523,0.41022400550830457,0.06444563865661622,651.0,0.03698335472363584,0.05703819742514752,0.02233233548034562,2.554063253946102,0.0010541973157154414,0.1017185216825483
subperiod,continuous_downside__training_asset_mean,test,2025-09-15_to_2026-06-13,15592.0,,,,,,,,,,79.0,272.0,0.024209392965879126,0.021635387184027872,0.039948856524807626,0.4899257966076428,0.06444563865661622,2155.0,0.06211117077831838,0.08865202261336204,0.0314171939667092,2.8217676826040203,0.0010541973157154414,0.1017185216825483
nonoverlap_offset,continuous_downside__training_asset_mean,test,0,2155.0,,,,,,,,,,79.0,63.0,0.023891657705110723,0.02087657293014437,0.04030539977398874,0.4817860150794039,0.06444563865661622,275.0,0.05820851460153457,0.07796887034540607,0.028837040554086667,2.703775035415576,0.0010541973157154414,0.1017185216825483
nonoverlap_offset,continuous_downside__training_asset_mean,test,1,2155.0,,,,,,,,,,79.0,63.0,0.023871392055381132,0.0207981559445947,0.03871397266334369,0.4807172090476898,0.06444563865661622,273.0,0.058859521784490984,0.07933190592101104,0.029115267757642994,2.724752751078024,0.0010541973157154414,0.1017185216825483
nonoverlap_offset,continuous_downside__training_asset_mean,test,2,2155.0,,,,,,,,,,79.0,63.0,0.024058832822096327,0.02085732153616081,0.038569338853108134,0.43890753441042324,0.06444563865661622,260.0,0.05782297052411054,0.07753452190130096,0.02788007841067042,2.781000855134845,0.0010541973157154414,0.1017185216825483
nonoverlap_offset,continuous_downside__training_asset_mean,test,3,2155.0,,,,,,,,,,79.0,63.0,0.024031531077854187,0.02089479507485796,0.037743672390314106,0.4628037291720673,0.06444563865661622,273.0,0.056626763822112014,0.08103663481209272,0.028463055858929564,2.847081325832747,0.0010541973157154414,0.1017185216825483
nonoverlap_offset,continuous_downside__training_asset_mean,test,4,2155.0,,,,,,,,,,79.0,61.0,0.023358395345305212,0.020197841972480948,0.037164337654980915,0.436155762366657,0.06444563865661622,267.0,0.052061568407421384,0.074185207906703,0.027261950190566247,2.7211995982728383,0.0010541973157154414,0.1017185216825483
nonoverlap_offset,continuous_downside__training_asset_mean,test,5,2155.0,,,,,,,,,,79.0,62.0,0.023935595225206087,0.021008291474954064,0.03720958426269074,0.44442671888926755,0.06444563865661622,289.0,0.05298508468785912,0.07823593770056808,0.02783167003700241,2.811039998553907,0.0010541973157154414,0.1017185216825483
nonoverlap_offset,continuous_downside__training_asset_mean,test,6,2155.0,,,,,,,,,,79.0,61.0,0.023832111540127196,0.020999168330432316,0.037439233901532025,0.46086229577841625,0.06444563865661622,299.0,0.0520905967386796,0.07796927561503253,0.028796681339308572,2.7075785121322813,0.0010541973157154414,0.1017185216825483
nonoverlap_offset,continuous_downside__training_asset_mean,test,7,2143.0,,,,,,,,,,79.0,61.0,0.023229732703695796,0.020724982872443145,0.03617411316924369,0.4571722308982066,0.06444563865661622,301.0,0.05046434556898691,0.07944393084521563,0.029855842702990475,2.6609173834258653,0.0010541973157154414,0.1017185216825483
nonoverlap_offset,continuous_downside__training_asset_mean,test,8,2143.0,,,,,,,,,,79.0,61.0,0.024470543385211208,0.02148651490782204,0.040822101167304906,0.48456407800997575,0.06444563865661622,290.0,0.06083744659227899,0.08322269994089913,0.030827475562469776,2.699627472650299,0.0010541973157154414,0.1017185216825483
nonoverlap_offset,continuous_downside__training_asset_mean,test,9,2143.0,,,,,,,,,,79.0,61.0,0.024161759378214163,0.02111405531372388,0.04121669401513697,0.476913895886958,0.06444563865661622,279.0,0.06356925784088065,0.08442577654416235,0.030319341745809407,2.784551764084102,0.0010541973157154414,0.1017185216825483
family,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,Bonds,2750.0,,,,,,,,,,11.0,250.0,0.030931025818667628,0.03093102581866763,0.03156592576687477,0.13987190726426632,0.06444563865661622,0.0,,0.006486183479428292,0.004279832230372862,1.515522836011544,0.026323641650378704,0.05292009934782982
family,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,Commodities,2000.0,,,,,,,,,,8.0,250.0,0.045727745902879785,0.04572774590287978,0.05360400376778616,0.38132805159154975,0.06444563865661622,423.0,0.043072971381053295,0.08119519419968128,0.038684731430839746,2.0988951246783607,0.037906158715486526,0.0999264766772588
family,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,Crypto,4764.0,,,,,,,,,,12.0,397.0,0.06478151825996648,0.06478151825996646,0.07643623139948734,0.13924145570568527,0.06444563865661622,2210.0,0.04608498753173498,0.08364985768626633,0.07432268338518781,1.125495661300859,0.05611829335490862,0.1368186374505361
family,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,Equities,9750.0,,,,,,,,,,39.0,250.0,0.03453399506940419,0.03453399506940418,0.037679414724307324,0.07424630808677324,0.06444563865661622,173.0,0.019531231212047483,0.020381191614537667,0.016076663999125742,1.2677500516056073,0.034402975191672645,0.07517649481693904
family,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,FX,1500.0,,,,,,,,,,6.0,250.0,0.02947760226018727,0.029477602260187266,0.030469117482633437,0.1690915674848742,0.06444563865661622,0.0,,0.010787281394004821,0.007931117126718163,1.360121307207137,0.027502563782036304,0.05719181771079699
family,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,Real assets,750.0,,,,,,,,,,3.0,250.0,0.03562070020784935,0.03562070020784935,0.03814116243469691,0.023666549422021534,0.06444563865661622,0.0,,0.011446335911750793,0.013670087782045206,0.8373271696751524,0.04146085182825724,0.07139050712188084
subperiod,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,2025-03-15_to_2025-09-14,5922.0,,,,,,,,,,79.0,125.0,0.04631081269262415,0.04398184587617746,0.05231586351268609,0.3883257675621563,0.06444563865661622,651.0,0.03152072165281542,0.0556025150142497,0.02233233558135444,2.4897760832804683,0.030987398078044254,0.1368186374505361
subperiod,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,2025-09-15_to_2026-06-13,15592.0,,,,,,,,,,79.0,272.0,0.039669106817901124,0.03780071598991947,0.04834246043046176,0.5074695355105915,0.06444563865661622,2155.0,0.04776176452112354,0.0951482755681261,0.031417194032038596,3.0285414881766934,0.026323641650378704,0.13107616206010184
nonoverlap_offset,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,0,2155.0,,,,,,,,,,79.0,63.0,0.04234175420995032,0.04012729701568385,0.051040442283767314,0.46542814545448874,0.06444563865661622,275.0,0.04912113971330903,0.08030450416090726,0.02883704060865804,2.784769257383388,0.027058268586794536,0.13154945274194083
nonoverlap_offset,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,1,2155.0,,,,,,,,,,79.0,63.0,0.041473354197957904,0.039289765695054955,0.04952971709312887,0.4629613819338917,0.06444563865661622,273.0,0.04523568207191097,0.08421146001287357,0.02911526778941918,2.892347088199442,0.027254410088062286,0.1321175048748652
nonoverlap_offset,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,2,2155.0,,,,,,,,,,79.0,63.0,0.04198259654521873,0.0398155391275812,0.04986010749465553,0.43761757082197716,0.06444563865661622,260.0,0.043853461064207254,0.08715213319131483,0.02788007849797157,3.1259644121036327,0.026865376780430477,0.13178317745526633
nonoverlap_offset,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,3,2155.0,,,,,,,,,,79.0,63.0,0.04158924860160939,0.03944776022295912,0.04889789000762957,0.47509535847815104,0.06444563865661622,273.0,0.04288456628556216,0.09089251266171534,0.028463055874089215,3.193350463273958,0.026323641650378704,0.13485816617806753
nonoverlap_offset,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,4,2155.0,,,,,,,,,,79.0,61.0,0.04186663370902166,0.03958940709789798,0.04912089689869898,0.45400363577866815,0.06444563865661622,267.0,0.0416385138758485,0.07957161949188621,0.027261950248925842,2.9187794257317097,0.026395135869582493,0.1368186374505361
nonoverlap_offset,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,5,2155.0,,,,,,,,,,79.0,62.0,0.042141816051704244,0.04019012927311523,0.048997424078048024,0.46082244681159634,0.06444563865661622,289.0,0.04178582299436252,0.08397166274005065,0.027831670188554616,3.0171262511792345,0.026601243453721207,0.13648463785648346
nonoverlap_offset,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,6,2155.0,,,,,,,,,,79.0,61.0,0.04117767531309516,0.039309996209806825,0.04857722153002645,0.4676415270139507,0.06444563865661622,299.0,0.039814604294705416,0.08466535877367412,0.028796681414710534,2.940108186578178,0.02677206074198087,0.13299683233102164
nonoverlap_offset,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,7,2143.0,,,,,,,,,,79.0,61.0,0.03955177514342892,0.03789115338480977,0.0470354065534643,0.44392783330754404,0.06444563865661622,301.0,0.03845960050326249,0.08121797798504662,0.029855842728166035,2.720337815432873,0.02742307260632515,0.13150823613007864
nonoverlap_offset,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,8,2143.0,,,,,,,,,,79.0,61.0,0.040978685462507505,0.03881070955558833,0.05043924230729348,0.4477526355813184,0.06444563865661622,290.0,0.0471892508474746,0.0845547602403649,0.03082747573864777,2.742837621776484,0.026759279891848564,0.1298795392115911
nonoverlap_offset,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,9,2143.0,,,,,,,,,,79.0,61.0,0.04185794901883882,0.03969887911731319,0.05104727884827424,0.4703724024785806,0.06444563865661622,279.0,0.05060994984935902,0.08541995183846285,0.03031934182213057,2.817341891508788,0.026843417435884476,0.13066816329956055
family,continuous_downside__transformer_encoder__no_id_temporal,test,Bonds,2750.0,,,,,,,,,,11.0,250.0,0.04166406173631549,0.04166406173631549,0.04222336649550268,-0.015088382652774282,0.06444563865661622,0.0,,0.002248820635405454,0.004279832230372862,0.5254459788040652,0.029656438777844112,0.05626339092850685
family,continuous_downside__transformer_encoder__no_id_temporal,test,Commodities,2000.0,,,,,,,,,,8.0,250.0,0.03988050130490834,0.03988050130490835,0.04978640800346614,0.1345861728924451,0.06444563865661622,423.0,0.06229181127098717,0.07562511249445379,0.038684731430839746,1.9549085568722575,0.03186799709995588,0.07148402308424313
family,continuous_downside__transformer_encoder__no_id_temporal,test,Crypto,4764.0,,,,,,,,,,12.0,397.0,0.05429517712132322,0.05429517712132323,0.07318102003902033,-0.019448278660333978,0.06444563865661622,2210.0,0.07800652789595351,0.08002101338860935,0.07432268338518781,1.0766701327761423,0.03327890485525131,0.07304124906659126
family,continuous_downside__transformer_encoder__no_id_temporal,test,Equities,9750.0,,,,,,,,,,39.0,250.0,0.031642683924740955,0.03164268392474096,0.034563361918232435,0.05260581286668785,0.06444563865661622,173.0,0.026601556781858837,0.021632442048344858,0.016076663999125742,1.3455802801825827,0.027843135098616283,0.0617933322985967
family,continuous_downside__transformer_encoder__no_id_temporal,test,FX,1500.0,,,,,,,,,,6.0,250.0,0.037874259953697524,0.037874259953697524,0.03876022978366023,-0.02482429769396044,0.06444563865661622,0.0,,0.006448308260490497,0.007931117126718163,0.8130390911473978,0.033132363110780716,0.05681474506855011
family,continuous_downside__transformer_encoder__no_id_temporal,test,Real assets,750.0,,,,,,,,,,3.0,250.0,0.03242522490935193,0.032425224909351937,0.03489124104546511,0.09829923665132967,0.06444563865661622,0.0,,0.016588517874479295,0.013670087782045206,1.2134902232498654,0.028824041907986004,0.05705980335672697
subperiod,continuous_downside__transformer_encoder__no_id_temporal,test,2025-03-15_to_2025-09-14,5922.0,,,,,,,,,,79.0,125.0,0.038692032111670056,0.037632088847181146,0.04377701361456032,0.07652996834219332,0.06444563865661622,651.0,0.0604766878717628,0.04677442081969916,0.02233233558135444,2.0944706230705106,0.027843135098616283,0.07304124906659126
subperiod,continuous_downside__transformer_encoder__no_id_temporal,test,2025-09-15_to_2026-06-13,15592.0,,,,,,,,,,79.0,272.0,0.03934784882658688,0.038001649153436595,0.04990925096600835,0.3227097623902661,0.06444563865661622,2155.0,0.07609076952966533,0.08817610058826036,0.031417194032038596,2.8066192193465853,0.03359301636616389,0.07196862374742825
