analysis,cell,split,group,n_obs,base_equal_asset_mae,changed_equal_asset_mae,equal_asset_mae_deterioration,base_spearman,changed_spearman,prediction_spearman,paired_difference_estimate,paired_difference_ci_lower,paired_difference_ci_upper,n_assets,n_dates,mae,equal_asset_mae,rmse,spearman,tail_threshold_training_q90,tail_n,tail_mae,top_decile_actual_mean,overall_actual_mean,top_decile_risk_enrichment,prediction_min,prediction_max
temporal_order,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,circular_shift,21514.0,0.03941765812961285,0.03890586948612535,-0.0005117886434874985,0.4579965610715272,0.4549487186048951,0.9874565304156799,-0.0005117886434874985,-0.0009962389930868612,-5.500748614188171e-05,,,,,,,,,,,,,,
temporal_order,continuous_downside__transformer_encoder__no_id_temporal,validation,reverse,20494.0,0.035916133027134284,0.03593969752586745,2.356449873316957e-05,0.2638503547609607,0.25594236609981647,0.9512494364574741,,,,,,,,,,,,,,,,,
temporal_order,continuous_downside__transformer_encoder__no_id_temporal,test,reverse,21514.0,0.037816161044427275,0.03780448087106346,-1.1680173363816382e-05,0.25564209370622204,0.20888702118151067,0.938841825930252,-1.1680173363816382e-05,-0.00022781195958274848,0.00023572402941049138,,,,,,,,,,,,,,
temporal_order,continuous_downside__transformer_encoder__no_id_temporal,validation,deterministic_permutation,20494.0,0.035916133027134284,0.035938661593097186,2.252856596290237e-05,0.2638503547609607,0.27010730684110357,0.9436216608607806,,,,,,,,,,,,,,,,,
temporal_order,continuous_downside__transformer_encoder__no_id_temporal,test,deterministic_permutation,21514.0,0.037816161044427275,0.03788056959045017,6.440854602289547e-05,0.25564209370622204,0.24067215338301604,0.9373479462762752,6.440854602289547e-05,-0.0001972601824942039,0.00033618651006770426,,,,,,,,,,,,,,
temporal_order,continuous_downside__transformer_encoder__no_id_temporal,validation,circular_shift,20494.0,0.035916133027134284,0.03588210675756899,-3.40262695652932e-05,0.2638503547609607,0.28465369889983244,0.9182349429529776,,,,,,,,,,,,,,,,,
temporal_order,continuous_downside__transformer_encoder__no_id_temporal,test,circular_shift,21514.0,0.037816161044427275,0.03789645557157253,8.029452714525265e-05,0.25564209370622204,0.2168853076631812,0.8989009638562839,8.029452714525265e-05,-0.00039490267409855,0.0005827451761087463,,,,,,,,,,,,,,
family,continuous_downside__last_observable_target,test,Bonds,2750.0,,,,,,,,,,11.0,250.0,0.004876795352450034,0.004876795352450034,0.0071454590169956166,0.05663862154579606,0.06444563865661622,0.0,,0.006722764280910435,0.004279832234552404,1.5708008894917627,0.0,0.04395761345547855
family,continuous_downside__last_observable_target,test,Commodities,2000.0,,,,,,,,,,8.0,250.0,0.04116054081099281,0.04116054081099281,0.06398151951102014,0.16767206285810818,0.06444563865661622,423.0,0.08370760417742225,0.04861074330052361,0.03868473124324373,1.2565873340276457,0.0,0.36846587684610943
family,continuous_downside__last_observable_target,test,Crypto,4764.0,,,,,,,,,,12.0,397.0,0.07435440864864938,0.07435440864864937,0.09843369800863154,0.016750884115304704,0.06444563865661622,2210.0,0.08736354939210082,0.07062351616533655,0.07432268310986655,0.9502282911522213,0.0,0.3972349570756095
family,continuous_downside__last_observable_target,test,Equities,9750.0,,,,,,,,,,39.0,250.0,0.016860182370489408,0.0168601823704894,0.02267888470518939,0.03337522465166887,0.06444563865661622,173.0,0.05479330602875783,0.019278236611265664,0.01607666400309767,1.1991440890691696,0.0,0.10050129761755511
