split,group_type,group,n_assets,n_obs,positives,prevalence,contiguous_label_episodes,greedy_nonoverlap_positive_endpoints,mean_episode_windows,median_stressed_future_return,median_stressed_future_drawdown,median_stressed_volatility_ratio,volatility_only_positive_rate
validation,asset_ticker,XRP-USD,1,438,192,0.4383561643835616,38,29,5.052631578947368,-0.06650690026053474,-0.09619267056056491,1.0011438622034343,0.13541666666666666
test,asset_ticker,ADA-USD,1,456,250,0.5482456140350878,40,37,6.25,-0.09369339877897248,-0.11949880255239032,0.9579346269468263,0.016
test,asset_ticker,AGG,1,309,4,0.012944983818770227,4,1,1.0,-0.00868763466861272,-0.01704110394573155,2.0759661148232036,1.0
test,asset_ticker,AVAX-USD,1,456,233,0.5109649122807017,35,35,6.6571428571428575,-0.09076013746392608,-0.1253275038378583,1.0160417997227416,0.0
test,asset_ticker,BCH-USD,1,456,177,0.3881578947368421,32,30,5.53125,-0.07886800353570433,-0.11324716970615167,1.1069336258180917,0.01694915254237288
test,asset_ticker,BND,1,309,4,0.012944983818770227,4,1,1.0,-0.009210971213966357,-0.01739432741185909,2.048629325375205,1.0
test,asset_ticker,BTC-USD,1,456,124,0.2719298245614035,28,23,4.428571428571429,-0.06476121410062335,-0.08537661585516065,1.300555374945523,0.056451612903225805
test,asset_ticker,CPER,1,309,56,0.18122977346278318,13,11,4.3076923076923075,-0.05942936469678084,-0.07608161141668573,2.12140228388383,0.3392857142857143
test,asset_ticker,DBA,1,309,16,0.05177993527508091,6,6,2.6666666666666665,-0.022491301231486405,-0.04534331351074383,2.388255286665939,0.75
test,asset_ticker,DIA,1,309,15,0.04854368932038835,5,4,3.0,-0.04278345401296213,-0.09417245739372415,2.415400557847101,0.2
test,asset_ticker,DOGE-USD,1,456,231,0.506578947368421,33,33,7.0,-0.08550572533014533,-0.12398401613713173,0.9713113294334486,0.03463203463203463
test,asset_ticker,DOT-USD,1,456,255,0.5592105263157895,40,36,6.375,-0.10475710709293107,-0.12712169126278894,0.9651692074710884,0.0196078431372549
test,asset_ticker,EEM,1,309,36,0.11650485436893204,7,6,5.142857142857143,-0.03792236032106877,-0.07632635869946774,2.1638591202870474,0.3611111111111111
test,asset_ticker,EFA,1,309,18,0.05825242718446602,3,3,6.0,-0.052907897741830634,-0.09745430860598764,2.171985877322312,0.05555555555555555
test,asset_ticker,EMB,1,309,32,0.10355987055016182,2,4,16.0,-0.017371277347083325,-0.025482684298755,2.6747031435509268,1.0
