split,group_type,group,n_assets,n_obs,positives,prevalence,contiguous_label_episodes,greedy_nonoverlap_positive_endpoints,mean_episode_windows,median_stressed_future_return,median_stressed_future_drawdown,median_stressed_volatility_ratio,volatility_only_positive_rate
test,asset_ticker,ETH-USD,1,456,198,0.4342105263157895,29,30,6.827586206896552,-0.07692834102211987,-0.11184838797705171,1.1852064808943208,0.05555555555555555
test,asset_ticker,EWA,1,309,18,0.05825242718446602,7,6,2.5714285714285716,-0.05253226494178015,-0.10091368009710244,2.6530725417245664,0.05555555555555555
test,asset_ticker,EWC,1,309,22,0.07119741100323625,4,3,5.5,-0.01731961590943415,-0.05330137045388228,2.355654460100344,0.45454545454545453
test,asset_ticker,EWJ,1,309,28,0.09061488673139159,8,7,3.5,-0.05357278582135894,-0.0745397555794125,2.1376155317255936,0.2857142857142857
test,asset_ticker,EWU,1,309,13,0.042071197411003236,3,3,4.333333333333333,-0.05616123839277409,-0.11351500254508184,3.3978171899861933,0.07692307692307693
test,asset_ticker,EWZ,1,309,48,0.1553398058252427,13,9,3.6923076923076925,-0.05923752544072891,-0.075607385184016,1.4830526953154477,0.125
test,asset_ticker,FXA,1,309,15,0.04854368932038835,3,2,5.0,0.012236428509796227,-0.0479123536193079,2.4373291177609047,0.9333333333333333
test,asset_ticker,FXB,1,309,9,0.02912621359223301,3,3,3.0,0.010780673266548302,-0.014419831513374781,2.2170554765298647,1.0
test,asset_ticker,FXC,1,309,8,0.025889967637540454,2,2,4.0,0.027072346806602088,-0.0007215966460846768,2.206788182387913,1.0
test,asset_ticker,FXE,1,309,20,0.06472491909385113,3,3,6.666666666666667,0.022531934709641543,-0.00358479393740474,2.2446236210748074,1.0
test,asset_ticker,FXI,1,309,39,0.1262135922330097,9,9,4.333333333333333,-0.05687696035924694,-0.0737071101454484,1.7849911517606973,0.15384615384615385
test,asset_ticker,FXY,1,309,22,0.07119741100323625,5,4,4.4,0.01777757030954441,-0.00400069086706073,2.6078645160752396,1.0
test,asset_ticker,GLD,1,309,68,0.22006472491909385,12,11,5.666666666666667,-0.02535523504364695,-0.0534572575365857,2.3578110437493125,0.5
test,asset_ticker,HYG,1,309,37,0.11974110032362459,5,6,7.4,-0.005509701726917671,-0.011770629421636536,2.276448662066235,1.0
test,asset_ticker,IEF,1,309,0,0.0,0,0,,,,,
test,asset_ticker,IFRA,1,309,10,0.032362459546925564,2,2,5.0,-0.04925546356623661,-0.09538453106016553,2.461844697642982,0.0
test,asset_ticker,INDA,1,309,19,0.061488673139158574,11,4,1.7272727272727273,-0.05720178646881369,-0.0572554760813041,1.5353915942331344,0.2631578947368421
test,asset_ticker,IWD,1,309,16,0.05177993527508091,2,2,8.0,-0.05323666329319765,-0.09698611708859545,2.4811379661007713,0.375
test,asset_ticker,IWF,1,309,32,0.10355987055016182,7,6,4.571428571428571,-0.030624830608580622,-0.06144796422899651,2.2187235839994655,0.5
test,asset_ticker,IWM,1,309,19,0.061488673139158574,7,6,2.7142857142857144,-0.06496560987449806,-0.07819669641505544,1.8406347328246675,0.05263157894736842
test,asset_ticker,IYR,1,309,14,0.045307443365695796,4,2,3.5,-0.055743106137392306,-0.10104468381894566,2.183479421316109,0.07142857142857142
test,asset_ticker,JNK,1,309,32,0.10355987055016182,6,5,5.333333333333333,-0.00976244311762231,-0.01267641615217524,2.334267944269068,1.0
test,asset_ticker,LINK-USD,1,456,218,0.4780701754385965,33,32,6.606060606060606,-0.09356017622860857,-0.12566301749918113,1.0491645103554488,0.0
test,asset_ticker,LQD,1,309,19,0.061488673139158574,2,2,9.5,-0.020338743931544778,-0.024851315832262855,2.707114401475756,1.0
test,asset_ticker,LTC-USD,1,456,203,0.4451754385964912,36,29,5.638888888888889,-0.07970250494323472,-0.1048217174458348,1.034521239214592,0.04926108374384237
test,asset_ticker,MTUM,1,309,20,0.06472491909385113,7,6,2.857142857142857,-0.028546135956643848,-0.07358290769346848,2.046446448495124,0.3
test,asset_ticker,MUB,1,309,34,0.11003236245954692,7,6,4.857142857142857,-0.011678505515111237,-0.014173087414207142,2.354017658759548,1.0
test,asset_ticker,PALL,1,309,96,0.3106796116504854,20,16,4.8,-0.06626735634580211,-0.08338405189930798,1.1565009585808115,0.14583333333333334
test,asset_ticker,PPLT,1,309,92,0.2977346278317152,21,15,4.380952380952381,-0.06406912428773054,-0.09086263419608581,1.122073086709077,0.14130434782608695
test,asset_ticker,QQQ,1,309,36,0.11650485436893204,6,6,6.0,-0.012706279222938821,-0.05935422162294646,2.4316441258405925,0.5555555555555556
test,asset_ticker,QUAL,1,309,20,0.06472491909385113,5,5,4.0,-0.02733136853924223,-0.06264249635655661,2.216652637527129,0.45
test,asset_ticker,SHY,1,309,16,0.05177993527508091,2,2,8.0,0.004132860899845658,-0.0001816074786820665,2.256745553712518,1.0
test,asset_ticker,SIZE,1,309,15,0.04854368932038835,4,3,3.75,-0.05491916209093883,-0.11339421073266875,2.3373848617068806,0.2
test,asset_ticker,SLV,1,309,83,0.2686084142394822,14,11,5.928571428571429,-0.08760680643076457,-0.11565903764844931,1.1521756901798628,0.12048192771084337
test,asset_ticker,SOL-USD,1,456,204,0.4473684210526316,33,34,6.181818181818182,-0.09746631674007927,-0.12654848030273758,1.0679582929761962,0.0
test,asset_ticker,SPY,1,309,27,0.08737864077669903,5,5,5.4,-0.01216476485555218,-0.04181804999867045,2.5129062238327293,0.5925925925925926
test,asset_ticker,TIP,1,309,9,0.02912621359223301,2,2,4.5,-0.01713157738591886,-0.021309300173444568,2.11626657560477,1.0
test,asset_ticker,TLT,1,309,7,0.022653721682847898,1,1,7.0,-0.0352132368094672,-0.05479570055037419,2.2152590759324933,0.8571428571428571
test,asset_ticker,UNG,1,309,140,0.45307443365695793,32,25,4.375,-0.08431227640018168,-0.10378735791308719,1.0514125383262938,0.007142857142857143
test,asset_ticker,UNI-USD,1,24,11,0.4583333333333333,2,2,5.5,-0.0361445909872975,-0.07831323664140744,1.6770715860738317,0.0
test,asset_ticker,USMV,1,309,10,0.032362459546925564,1,1,10.0,-0.03866775655029997,-0.08145373299431419,3.3760831214403146,0.0
test,asset_ticker,USO,1,309,84,0.27184466019417475,18,13,4.666666666666667,-0.05906337745111667,-0.08748419349308895,1.1104443704464964,0.19047619047619047
test,asset_ticker,UUP,1,309,15,0.04854368932038835,3,3,5.0,-0.02632545560002786,-0.03146727452441733,2.364522129308998,1.0
test,asset_ticker,VEA,1,309,16,0.05177993527508091,3,2,5.333333333333333,-0.058171950150633256,-0.1003298412721007,2.1788740139089966,0.0
test,asset_ticker,VGK,1,309,21,0.06796116504854369,5,4,4.2,-0.0541960370303165,-0.0888321483360004,2.0184012818498727,0.09523809523809523
test,asset_ticker,VLUE,1,309,17,0.05501618122977346,3,4,5.666666666666667,-0.0656153764679257,-0.10387051570101735,2.2976098156562803,0.29411764705882354
test,asset_ticker,VNQ,1,309,15,0.04854368932038835,5,3,3.0,-0.057212146849267786,-0.0963099445801825,2.105904222784788,0.13333333333333333
test,asset_ticker,VT,1,309,22,0.07119741100323625,4,4,5.5,-0.021770285139042722,-0.05458729473795432,2.549307037227279,0.45454545454545453
test,asset_ticker,VTI,1,309,26,0.08414239482200647,5,5,5.2,-0.011423845332837246,-0.04110980640427819,2.4570831120587227,0.5769230769230769
test,asset_ticker,VTV,1,309,11,0.03559870550161812,2,2,5.5,-0.05401569570455089,-0.10833227370556142,3.10173089258074,0.09090909090909091
test,asset_ticker,VUG,1,309,36,0.11650485436893204,6,7,6.0,-0.028317107622036652,-0.060142715995815776,2.278334798699105,0.5
test,asset_ticker,VWO,1,309,27,0.08737864077669903,4,4,6.75,-0.041841032037235104,-0.06936605983109767,2.754730276695358,0.4074074074074074
test,asset_ticker,XBI,1,309,27,0.08737864077669903,9,8,3.0,-0.061916352658271445,-0.08538926499232635,1.5362552274479075,0.07407407407407407
test,asset_ticker,XLB,1,309,23,0.0744336569579288,6,6,3.8333333333333335,-0.06264150335486318,-0.07624417729971156,1.2044017688320299,0.0
test,asset_ticker,XLC,1,309,19,0.061488673139158574,5,3,3.8,-0.050224636398778055,-0.0691667378055415,2.1420195380879603,0.3157894736842105
test,asset_ticker,XLE,1,309,26,0.08414239482200647,6,6,4.333333333333333,-0.08100564201245614,-0.0876100753480788,1.7686906622600762,0.0
test,asset_ticker,XLF,1,309,21,0.06796116504854369,6,5,3.5,-0.05220021973166189,-0.06990467357954899,2.204628507691991,0.23809523809523808
test,asset_ticker,XLI,1,309,18,0.05825242718446602,4,5,4.5,-0.057787198283351326,-0.09255901466666805,2.178857085765519,0.05555555555555555
test,asset_ticker,XLK,1,309,45,0.14563106796116504,9,8,5.0,-0.0344992142354108,-0.07653029289812374,2.0528334295426727,0.26666666666666666
test,asset_ticker,XLM-USD,1,456,269,0.5899122807017544,42,37,6.404761904761905,-0.07864307460163633,-0.09908491151022969,0.905350366727935,0.09293680297397769
test,asset_ticker,XLP,1,309,17,0.05501618122977346,7,3,2.4285714285714284,-0.0018288322723057915,-0.050491349711984324,2.0958372541571353,0.7058823529411765
test,asset_ticker,XLRE,1,309,14,0.045307443365695796,5,3,2.8,-0.05433723892201675,-0.09711770063267439,2.1477053297048614,0.14285714285714285
test,asset_ticker,XLU,1,309,12,0.038834951456310676,6,5,2.0,-0.02362667843843519,-0.05936063499554739,2.0576825784831567,0.3333333333333333
test,asset_ticker,XLV,1,309,21,0.06796116504854369,8,5,2.625,-0.05320209723001712,-0.07091461638931462,2.4829283805417117,0.19047619047619047
test,asset_ticker,XLY,1,309,25,0.08090614886731391,8,6,3.125,-0.05557852158995269,-0.07169845696132948,1.2676482832264115,0.0
test,asset_ticker,XRP-USD,1,456,220,0.4824561403508772,37,34,5.945945945945946,-0.07174741124445772,-0.10116682971944208,0.9247194062976902,0.08636363636363636
