split,asset_id,endpoints,positives,negatives,prevalence,raw_comparable_pairs,outcome_disjoint_pairs,selected_pairs,unique_endpoints,minimum_origin_distance,median_origin_distance,status,asset_ticker,family,registry_sha256
train,40,3439,215,3224,0.06251817388775807,693160,691160,4096,2535,10.0,1031.0,selected,MUB,Bonds,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,41,3435,796,2639,0.23173216885007278,2100644,2093617,4096,2889,10.0,1073.0,selected,PALL,Commodities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,42,3435,491,2944,0.14294032023289666,1445504,1440246,4096,2699,10.0,1058.5,selected,PPLT,Commodities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,43,3439,391,3048,0.11369584181448095,1191768,1187872,4096,2648,10.0,1023.0,selected,QQQ,Equities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,44,2549,254,2295,0.09964692036092586,582930,580344,4096,2154,10.0,719.0,selected,QUAL,Equities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,45,3439,151,3288,0.0439081128234952,496488,494796,4096,2529,10.0,968.5,selected,SHY,Bonds,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,46,2612,234,2378,0.08958652373660031,556452,554016,4096,2192,10.0,733.0,selected,SIZE,Equities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,47,3439,630,2809,0.1831927886013376,1769670,1763279,4096,2775,10.0,1088.0,selected,SLV,Commodities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,48,1265,701,564,0.5541501976284585,395364,391159,4096,1264,10.0,378.0,selected,SOL-USD,Crypto,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,49,3439,302,3137,0.0878162256469904,947374,944368,4096,2580,10.0,1017.0,selected,SPY,Equities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,50,3439,74,3365,0.02151788310555394,249010,248098,4096,2451,10.0,1087.5,selected,TIP,Bonds,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,51,3439,169,3270,0.049142192497819134,552630,550602,4096,2479,10.0,1128.0,selected,TLT,Bonds,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,52,3439,1305,2134,0.37947077638848503,2784870,2775387,4096,3071,10.0,1035.5,selected,UNG,Commodities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,54,2985,185,2800,0.06197654941373534,518000,516094,4096,2345,10.0,840.0,selected,USMV,Equities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,55,3439,859,2580,0.24978191334690317,2216220,2209628,4096,2930,10.0,993.0,selected,USO,Commodities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,56,3439,45,3394,0.013085199185809828,152730,152214,4096,2443,10.0,870.5,selected,UUP,FX,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,57,3439,310,3129,0.09014248328002326,969990,966722,4096,2586,11.0,1021.0,selected,VEA,Equities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,58,3439,372,3067,0.10817097993602791,1140924,1137132,4096,2621,10.0,1033.0,selected,VGK,Equities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,59,2612,232,2380,0.0888208269525268,552160,549802,4096,2173,10.0,707.5,selected,VLUE,Equities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,60,3439,360,3079,0.10468159348647862,1108440,1104730,4096,2591,11.0,1075.0,selected,VNQ,Real assets,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,61,3439,303,3136,0.08810700785111951,950208,947086,4096,2580,10.0,1042.5,selected,VT,Equities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,62,3439,311,3128,0.09043326548415237,972808,969694,4096,2586,10.0,1003.5,selected,VTI,Equities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
train,63,3439,300,3139,0.08723466123873219,941700,938612,4096,2605,10.0,1019.5,selected,VTV,Equities,19a6232ee33796a9552232c54f9159497396cf0eb35a5bf782803940d6a178ce
